id_produk,minggu,current_event,id_toko,harga_promosi,diskon,diskon_margin,hari_jual,kedaluwarsa,tanggal_transaksi
P0005171,1,Promo Akhir Pekan,1,8600,0.1989,-0.0473,100,265,2023-01-01
P0006390,1,Promo Akhir Pekan,1,4700,0.1959,-0.0974,178,187,2023-01-01
P0001572,1,Promo Akhir Pekan,1,9900,0.4516,-0.512,5,5,2023-01-01
P0003013,1,Promo Akhir Pekan,1,3000,0.0836,0.0877,37,328,2023-01-01
P0008147,1,Promo Akhir Pekan,1,2400,0.1574,-0.0046,69,296,2023-01-01
P0008195,1,Promo Akhir Pekan,1,3300,0.157,0.0609,81,284,2023-01-01
P0000329,1,Promo Akhir Pekan,1,7000,0.1566,-0.0236,79,286,2023-01-01
P0006459,1,Promo Akhir Pekan,1,6000,0.1495,0.0263,2,8,2023-01-01
P0007642,1,Promo Akhir Pekan,1,32100,0.0861,0.0562,110,430,2023-01-01
P0004104,1,Promo Akhir Pekan,1,44500,0.0784,0.155,115,425,2023-01-01
P0001631,1,Promo Akhir Pekan,1,4200,0.0983,0.0971,114,251,2023-01-01
P0007333,1,Promo Akhir Pekan,1,9800,0.1867,0.0103,179,186,2023-01-01
P0003023,1,Promo Akhir Pekan,1,8400,0.1858,-0.057,77,288,2023-01-01
P0001568,1,Promo Akhir Pekan,1,12200,0.0789,0.1629,38,327,2023-01-01
P0002487,1,Promo Akhir Pekan,1,5000,0.1857,0.0102,71,294,2023-01-01
P0002304,1,Promo Akhir Pekan,1,2800,0.0788,0.1793,51,314,2023-01-01
P0005195,1,Promo Akhir Pekan,1,7300,0.0531,0.1216,38,327,2023-01-01
P0000315,1,Promo Akhir Pekan,1,6800,0.1787,0.0381,32,333,2023-01-01
P0000150,1,Promo Akhir Pekan,1,4000,0.1059,0.123,170,195,2023-01-01
P0007086,1,Promo Akhir Pekan,1,4700,0.159,0.0391,164,201,2023-01-01
P0001575,1,Promo Akhir Pekan,1,11800,0.108,0.0714,152,213,2023-01-01
P0004104,1,Promo Akhir Pekan,1,41300,0.1442,0.0896,66,474,2023-01-01
P0007417,1,Promo Akhir Pekan,1,28600,0.1021,0.066,121,244,2023-01-01
P0006850,1,Promo Akhir Pekan,1,10600,0.1362,0.0764,22,343,2023-01-01
P0008698,1,Promo Akhir Pekan,1,12400,0.0828,0.111,74,291,2023-01-01
P0005978,1,Promo Akhir Pekan,1,9800,0.0977,0.0797,161,204,2023-01-01
P0009168,1,Promo Akhir Pekan,1,32100,0.137,-0.0009,68,472,2023-01-01
P0007892,1,Promo Akhir Pekan,1,24800,0.0538,0.1002,91,449,2023-01-01
P0004637,1,Promo Akhir Pekan,1,5900,0.1738,-0.0254,165,200,2023-01-01
P0002354,1,Promo Akhir Pekan,1,7000,0.1516,0.0316,32,333,2023-01-01
P0006679,1,Promo Akhir Pekan,1,8800,0.1561,0.0158,21,344,2023-01-01
P0004623,1,Promo Akhir Pekan,1,5600,0.1124,0.1257,95,270,2023-01-01
P0006033,1,Promo Akhir Pekan,1,9900,0.0977,0.0787,39,326,2023-01-01
P0007249,1,Promo Akhir Pekan,1,6100,0.1828,0.0538,127,238,2023-01-01
P0004500,1,Promo Akhir Pekan,1,9000,0.1624,0.0766,120,245,2023-01-01
P0003261,1,Promo Akhir Pekan,1,16100,0.0596,0.1373,23,342,2023-01-01
P0008121,1,Promo Akhir Pekan,1,10800,0.1664,-0.0375,156,209,2023-01-01
P0003144,1,Promo Akhir Pekan,1,25400,0.0866,0.143,121,419,2023-01-01
P0007914,1,Promo Akhir Pekan,1,6700,0.0598,0.1251,106,259,2023-01-01
P0001766,1,Promo Akhir Pekan,1,10000,0.0519,0.1059,58,307,2023-01-01
P0001794,1,Promo Akhir Pekan,1,3700,0.4509,-0.5184,3,7,2023-01-01
P0005085,1,Promo Akhir Pekan,1,2300,0.1537,0.083,61,304,2023-01-01
P0008081,1,Promo Akhir Pekan,1,3500,0.1304,0.0514,142,223,2023-01-01
P0003594,1,Promo Akhir Pekan,1,7200,0.1046,0.0478,115,250,2023-01-01
P0002542,1,Promo Akhir Pekan,1,31600,0.1259,0.1145,60,305,2023-01-01
P0005332,1,Promo Akhir Pekan,1,4900,0.0849,0.1157,93,272,2023-01-01
P0004241,1,Promo Akhir Pekan,1,2200,0.1968,-0.0259,132,233,2023-01-01
P0000005,1,Promo Akhir Pekan,1,36700,0.053,0.1042,159,206,2023-01-01
P0006895,1,Promo Akhir Pekan,1,10300,0.1825,-0.0417,18,347,2023-01-01
P0003797,1,Promo Akhir Pekan,1,10400,0.1906,-0.0557,34,331,2023-01-01
P0004328,1,Promo Akhir Pekan,1,4800,0.138,0.0194,84,281,2023-01-01
P0008952,1,Promo Akhir Pekan,1,8800,0.1984,-0.021,92,273,2023-01-01
P0005713,1,Promo Akhir Pekan,1,14400,0.1887,0.0171,84,281,2023-01-01
P0008978,1,Promo Akhir Pekan,1,4000,0.1561,0.059,133,232,2023-01-01
P0008488,1,Promo Akhir Pekan,1,4700,0.1738,0.0162,132,233,2023-01-01
P0008607,1,Promo Akhir Pekan,1,5600,0.1442,0.0482,131,234,2023-01-01
P0001235,1,Promo Akhir Pekan,1,37400,0.1205,0.0956,124,416,2023-01-01
P0004996,1,Promo Akhir Pekan,1,8500,0.1126,0.0801,87,278,2023-01-01
P0003009,1,Promo Akhir Pekan,1,34200,0.0844,0.1431,104,436,2023-01-01
P0001993,1,Promo Akhir Pekan,1,9300,0.1123,0.024,141,224,2023-01-01
P0011677,1,Promo Akhir Pekan,2,16400,0.125,0.0859,73,292,2023-01-01
P0010639,1,Promo Akhir Pekan,2,2300,0.1525,0.08,105,260,2023-01-01
P0014483,1,Promo Akhir Pekan,2,11100,0.164,-0.0273,168,102,2023-01-01
P0011847,1,Promo Akhir Pekan,2,33000,0.1404,0.0839,50,490,2023-01-01
P0011094,1,Promo Akhir Pekan,2,3900,0.1432,0.0315,135,230,2023-01-01
P0019945,1,Promo Akhir Pekan,2,6900,0.1747,0.0549,146,219,2023-01-01
P0014514,1,Promo Akhir Pekan,2,4500,0.1939,-0.0607,127,238,2023-01-01
P0014919,1,Promo Akhir Pekan,2,18400,0.1769,0.0223,67,298,2023-01-01
P0016903,1,Promo Akhir Pekan,2,2400,0.0873,0.1354,29,336,2023-01-01
P0020449,1,Promo Akhir Pekan,2,10100,0.0556,0.1018,63,302,2023-01-01
P0011780,1,Promo Akhir Pekan,2,8100,0.0742,0.1517,62,303,2023-01-01
P0015917,1,Promo Akhir Pekan,2,32500,0.1037,0.0585,58,482,2023-01-01
P0015275,1,Promo Akhir Pekan,2,15200,0.3078,-0.1407,3,7,2023-01-01
P0021292,1,Promo Akhir Pekan,2,11400,0.1825,0.0491,64,301,2023-01-01
P0020734,1,Promo Akhir Pekan,2,17700,0.0614,0.1727,136,134,2023-01-01
P0011368,1,Promo Akhir Pekan,2,5200,0.1536,0.0575,67,298,2023-01-01
P0020924,1,Promo Akhir Pekan,2,17700,0.065,0.1075,147,218,2023-01-01
P0014415,1,Promo Akhir Pekan,2,18700,0.0975,0.1021,148,217,2023-01-01
P0021450,1,Promo Akhir Pekan,2,15900,0.3311,-0.224,4,6,2023-01-01
P0019571,1,Promo Akhir Pekan,2,1700,0.1898,-0.0135,50,315,2023-01-01
P0011281,1,Promo Akhir Pekan,2,8400,0.4731,-0.5379,4,6,2023-01-01
P0017341,1,Promo Akhir Pekan,2,11300,0.1277,0.115,93,272,2023-01-01
P0011174,1,Promo Akhir Pekan,2,39400,0.0926,0.0778,48,317,2023-01-01
P0016844,1,Promo Akhir Pekan,2,38900,0.1674,0.02,96,444,2023-01-01
P0015997,1,Promo Akhir Pekan,2,24100,0.1049,0.0875,86,454,2023-01-01
P0020784,1,Promo Akhir Pekan,2,4700,0.4274,-0.4283,6,4,2023-01-01
P0013014,1,Promo Akhir Pekan,2,27600,0.0618,0.1652,179,186,2023-01-01
P0019470,1,Promo Akhir Pekan,2,36600,0.0735,0.0745,289,251,2023-01-01
P0013973,1,Promo Akhir Pekan,2,6500,0.1427,0.1005,160,205,2023-01-01
P0016711,1,Promo Akhir Pekan,2,16500,0.1805,0.0172,79,191,2023-01-01
P0016203,1,Promo Akhir Pekan,2,13700,0.157,0.0469,42,323,2023-01-01
P0012840,1,Promo Akhir Pekan,2,6200,0.1425,0.021,66,299,2023-01-01
P0009577,1,Promo Akhir Pekan,2,10900,0.1778,-0.0028,19,346,2023-01-01
P0015008,1,Promo Akhir Pekan,2,7400,0.1559,0.0672,132,233,2023-01-01
P0012363,1,Promo Akhir Pekan,2,4000,0.2,-0.0768,59,306,2023-01-01
P0019961,1,Promo Akhir Pekan,2,21000,0.1997,-0.0808,161,204,2023-01-01
P0011285,1,Promo Akhir Pekan,2,9500,0.1881,-0.0526,165,200,2023-01-01
P0019577,1,Promo Akhir Pekan,2,10500,0.1776,0.0087,101,264,2023-01-01
P0021428,1,Promo Akhir Pekan,2,11100,0.0926,0.1268,32,333,2023-01-01
P0009468,1,Promo Akhir Pekan,2,23400,0.0625,0.1588,2,8,2023-01-01
P0019758,1,Promo Akhir Pekan,2,19500,0.1227,0.1082,161,204,2023-01-01
P0014104,1,Promo Akhir Pekan,2,5000,0.1842,0.0128,49,316,2023-01-01
P0016645,1,Promo Akhir Pekan,2,7900,0.1003,0.1156,174,191,2023-01-01
P0011085,1,Promo Akhir Pekan,2,41100,0.1508,0.0672,59,306,2023-01-01
P0017256,1,Promo Akhir Pekan,2,9000,0.1602,-0.0351,66,299,2023-01-01
P0015936,1,Promo Akhir Pekan,2,28300,0.1924,-0.0742,233,307,2023-01-01
P0013723,1,Promo Akhir Pekan,2,7100,0.1368,0.0306,87,278,2023-01-01
P0019799,1,Promo Akhir Pekan,2,28100,0.1488,0.0494,170,195,2023-01-01
P0011780,1,Promo Akhir Pekan,2,7100,0.1858,0.0323,123,242,2023-01-01
P0019611,1,Promo Akhir Pekan,2,12900,0.0927,0.0879,96,269,2023-01-01
P0016010,1,Promo Akhir Pekan,2,26100,0.1599,0.0782,59,306,2023-01-01
P0017494,1,Promo Akhir Pekan,2,7200,0.1335,0.094,96,269,2023-01-01
P0013364,1,Promo Akhir Pekan,2,8000,0.062,0.1625,150,215,2023-01-01
P0012101,1,Promo Akhir Pekan,2,23400,0.1939,-0.0665,36,329,2023-01-01
P0013354,1,Promo Akhir Pekan,2,8800,0.1625,0.0762,27,338,2023-01-01
P0015545,1,Promo Akhir Pekan,2,11200,0.1372,0.0615,126,239,2023-01-01
P0020332,1,Promo Akhir Pekan,2,4300,0.416,-0.4577,5,5,2023-01-01
P0011356,1,Promo Akhir Pekan,2,4400,0.1036,0.0941,172,193,2023-01-01
P0021485,1,Promo Akhir Pekan,2,15900,0.1656,-0.0067,130,235,2023-01-01
P0013358,1,Promo Akhir Pekan,2,24800,0.1941,-0.0441,176,364,2023-01-01
P0014637,1,Promo Akhir Pekan,2,13800,0.0973,0.1279,1,9,2023-01-01
P0010538,1,Promo Akhir Pekan,2,23500,0.0818,0.083,111,254,2023-01-01
P0010065,1,Promo Akhir Pekan,2,12000,0.3785,-0.3371,5,5,2023-01-01
P0013869,1,Promo Akhir Pekan,2,7300,0.0786,0.1419,128,237,2023-01-01
P0017488,1,Promo Akhir Pekan,2,1700,0.1635,0.1088,124,241,2023-01-01
P0015059,1,Promo Akhir Pekan,2,8300,0.1319,0.0139,70,295,2023-01-01
P0020702,1,Promo Akhir Pekan,2,45400,0.17,-0.044,50,315,2023-01-01
P0015978,1,Promo Akhir Pekan,2,19400,0.0693,0.103,95,270,2023-01-01
P0015288,1,Promo Akhir Pekan,2,10100,0.3865,-0.3699,3,7,2023-01-01
P0011881,1,Promo Akhir Pekan,2,35700,0.1034,0.1047,183,357,2023-01-01
P0010103,1,Promo Akhir Pekan,2,25000,0.1681,-0.0195,131,409,2023-01-01
P0014240,1,Promo Akhir Pekan,2,5900,0.198,-0.0608,67,298,2023-01-01
P0019159,1,Promo Akhir Pekan,2,5000,0.0613,0.1404,30,335,2023-01-01
P0014394,1,Promo Akhir Pekan,2,3200,0.132,0.0262,179,186,2023-01-01
P0015185,1,Promo Akhir Pekan,2,23100,0.1996,-0.0213,112,253,2023-01-01
P0011008,1,Promo Akhir Pekan,2,17400,0.1793,0.0582,58,307,2023-01-01
P0010264,1,Promo Akhir Pekan,2,14000,0.1888,-0.0114,147,123,2023-01-01
P0015143,1,Promo Akhir Pekan,2,20500,0.1319,0.0215,118,247,2023-01-01
P0009488,1,Promo Akhir Pekan,2,10000,0.1294,0.0229,56,309,2023-01-01
P0012925,1,Promo Akhir Pekan,2,10600,0.1738,-0.0391,48,317,2023-01-01
P0013533,1,Promo Akhir Pekan,2,9700,0.1522,0.0439,73,292,2023-01-01
P0010803,1,Promo Akhir Pekan,2,22200,0.0636,0.1146,16,349,2023-01-01
P0015871,1,Promo Akhir Pekan,2,2400,0.1417,-0.0096,155,210,2023-01-01
P0011117,1,Promo Akhir Pekan,2,14500,0.1421,0.0943,1,9,2023-01-01
P0009535,1,Promo Akhir Pekan,2,9500,0.1508,-0.0004,39,326,2023-01-01
P0013481,1,Promo Akhir Pekan,2,8800,0.057,0.1368,88,277,2023-01-01
P0012730,1,Promo Akhir Pekan,2,4900,0.1478,-0.0018,39,326,2023-01-01
P0020819,1,Promo Akhir Pekan,2,26000,0.0605,0.1179,174,191,2023-01-01
P0020545,1,Promo Akhir Pekan,2,38500,0.0918,0.0909,22,518,2023-01-01
P0013775,1,Promo Akhir Pekan,2,9900,0.1139,0.1236,92,273,2023-01-01
P0019481,1,Promo Akhir Pekan,2,9500,0.1027,0.0998,30,335,2023-01-01
P0014002,1,Promo Akhir Pekan,2,9200,0.0746,0.0705,90,275,2023-01-01
P0018546,1,Promo Akhir Pekan,2,30500,0.0933,0.1427,48,492,2023-01-01
P0019478,1,Promo Akhir Pekan,2,6200,0.0819,0.0656,152,213,2023-01-01
P0019805,1,Promo Akhir Pekan,2,28700,0.1415,0.1057,78,287,2023-01-01
P0010873,1,Promo Akhir Pekan,2,55900,0.1754,0.0646,144,221,2023-01-01
P0021133,1,Promo Akhir Pekan,2,8300,0.1261,0.0776,70,295,2023-01-01
P0014447,1,Promo Akhir Pekan,2,23700,0.0725,0.0978,28,337,2023-01-01
P0012099,1,Promo Akhir Pekan,2,25200,0.1391,0.0021,162,378,2023-01-01
P0016913,1,Promo Akhir Pekan,2,3900,0.1425,0.0328,117,248,2023-01-01
P0020384,1,Promo Akhir Pekan,2,9000,0.0885,0.1333,75,195,2023-01-01
P0011843,1,Promo Akhir Pekan,2,8100,0.1896,-0.0036,123,242,2023-01-01
P0011732,1,Promo Akhir Pekan,2,14600,0.1033,0.0333,47,318,2023-01-01
P0016834,1,Promo Akhir Pekan,2,3800,0.1067,0.02,45,320,2023-01-01
P0020925,1,Promo Akhir Pekan,2,45100,0.1054,0.1195,109,431,2023-01-01
P0018965,1,Promo Akhir Pekan,2,20200,0.1892,-0.0269,37,328,2023-01-01
P0019326,1,Promo Akhir Pekan,2,18600,0.1886,0.0354,108,257,2023-01-01
P0013755,1,Promo Akhir Pekan,2,3800,0.0896,0.1113,29,336,2023-01-01
P0015437,1,Promo Akhir Pekan,2,3800,0.0926,0.1111,73,292,2023-01-01
P0016117,1,Promo Akhir Pekan,2,12500,0.0684,0.168,135,230,2023-01-01
P0013042,1,Promo Akhir Pekan,2,5000,0.1338,0.0842,97,268,2023-01-01
P0011963,1,Promo Akhir Pekan,2,5100,0.1027,0.0488,135,230,2023-01-01
P0016549,1,Promo Akhir Pekan,2,20200,0.1125,0.0753,38,502,2023-01-01
P0013331,1,Promo Akhir Pekan,2,10900,0.1707,-0.023,97,268,2023-01-01
P0010949,1,Promo Akhir Pekan,2,20900,0.0883,0.0977,137,228,2023-01-01
P0014310,1,Promo Akhir Pekan,2,38400,0.0509,0.1799,21,344,2023-01-01
P0017013,1,Promo Akhir Pekan,2,9000,0.0954,0.1068,171,194,2023-01-01
P0021341,1,Promo Akhir Pekan,2,5000,0.0709,0.0662,35,330,2023-01-01
P0010882,1,Promo Akhir Pekan,2,11000,0.0955,0.1181,166,199,2023-01-01
P0016796,1,Promo Akhir Pekan,2,9800,0.1735,-0.0551,166,199,2023-01-01
P0018693,1,Promo Akhir Pekan,2,3100,0.1292,0.001,166,199,2023-01-01
P0014689,1,Promo Akhir Pekan,2,14000,0.0817,0.1181,1,9,2023-01-01
P0018021,1,Promo Akhir Pekan,2,3700,0.1876,0.0111,31,334,2023-01-01
P0014822,1,Promo Akhir Pekan,2,23700,0.1482,0.0441,157,208,2023-01-01
P0010665,1,Promo Akhir Pekan,2,12800,0.148,0.0078,177,188,2023-01-01
P0014521,1,Promo Akhir Pekan,2,4700,0.1848,-0.0474,74,291,2023-01-01
P0011720,1,Promo Akhir Pekan,2,19000,0.0832,0.1616,82,283,2023-01-01
P0020473,1,Promo Akhir Pekan,2,32400,0.1594,-0.0151,71,294,2023-01-01
P0020578,1,Promo Akhir Pekan,2,15400,0.0679,0.1723,153,212,2023-01-01
P0014133,1,Promo Akhir Pekan,2,46600,0.0848,0.0804,70,295,2023-01-01
P0013217,1,Promo Akhir Pekan,2,25000,0.1755,0.0389,193,347,2023-01-01
P0014384,1,Promo Akhir Pekan,2,21700,0.1592,0.03,169,196,2023-01-01
P0021508,1,Promo Akhir Pekan,2,10800,0.1726,-0.0431,105,165,2023-01-01
P0018033,1,Promo Akhir Pekan,2,5300,0.1523,0.077,37,328,2023-01-01
P0009619,1,Promo Akhir Pekan,2,31900,0.1053,0.1238,41,324,2023-01-01
