id_produk,minggu,current_event,id_toko,harga_promosi,diskon,diskon_margin,hari_jual,kedaluwarsa,tanggal_transaksi
P0006489,105,Tahun Baru,1,7000,0.0,0.2084,2,8,2025-01-01
P0005522,105,Tahun Baru,1,7400,0.0,0.1722,44,321,2025-01-01
P0006426,105,Tahun Baru,1,5100,0.0,0.1473,41,324,2025-01-01
P0000024,105,Tahun Baru,1,11300,0.0,0.1442,148,217,2025-01-01
P0007766,105,Tahun Baru,1,20300,0.0,0.2291,45,320,2025-01-01
P0007175,105,Tahun Baru,1,6500,0.0,0.2131,167,198,2025-01-01
P0008769,105,Tahun Baru,1,9400,0.0,0.2117,56,309,2025-01-01
P0006358,105,Tahun Baru,1,13000,0.0,0.1931,75,290,2025-01-01
P0006119,105,Tahun Baru,1,4600,0.0,0.1465,146,219,2025-01-01
P0004969,105,Tahun Baru,1,19300,0.0,0.1964,58,307,2025-01-01
P0001803,105,Tahun Baru,1,14000,0.4338,-0.4013,6,4,2025-01-01
P0005410,105,Tahun Baru,1,43100,0.0,0.2236,45,320,2025-01-01
P0007159,105,Tahun Baru,1,8200,0.0,0.2109,160,205,2025-01-01
P0003225,105,Tahun Baru,1,5500,0.0,0.136,103,262,2025-01-01
P0008559,105,Tahun Baru,1,16500,0.0,0.1336,87,278,2025-01-01
P0006418,105,Tahun Baru,1,16000,0.3021,-0.1663,4,6,2025-01-01
P0001330,105,Tahun Baru,1,11100,0.0,0.1669,114,251,2025-01-01
P0008467,105,Tahun Baru,1,13600,0.0,0.2055,67,298,2025-01-01
P0008429,105,Tahun Baru,1,5900,0.0,0.1449,68,297,2025-01-01
P0002328,105,Tahun Baru,1,33400,0.0,0.1444,127,238,2025-01-01
P0006385,105,Tahun Baru,1,8700,0.0,0.1713,27,338,2025-01-01
P0002607,105,Tahun Baru,1,14300,0.0,0.1631,33,332,2025-01-01
P0005310,105,Tahun Baru,1,13800,0.0,0.1414,159,206,2025-01-01
P0007442,105,Tahun Baru,1,23400,0.0,0.1692,42,323,2025-01-01
P0004356,105,Tahun Baru,1,3800,0.0,0.2,26,339,2025-01-01
P0004633,105,Tahun Baru,1,5200,0.0,0.1415,84,281,2025-01-01
P0006633,105,Tahun Baru,1,7400,0.0,0.1596,147,218,2025-01-01
P0005949,105,Tahun Baru,1,7100,0.0,0.219,156,209,2025-01-01
P0003353,105,Tahun Baru,1,9500,0.0,0.1851,77,288,2025-01-01
P0008319,105,Tahun Baru,1,26100,0.0,0.2118,145,395,2025-01-01
P0005751,105,Tahun Baru,1,3100,0.0,0.2132,82,283,2025-01-01
P0006044,105,Tahun Baru,1,6900,0.0,0.1548,76,289,2025-01-01
P0004751,105,Tahun Baru,1,10800,0.0,0.2269,68,297,2025-01-01
P0004366,105,Tahun Baru,1,12400,0.0,0.1837,26,339,2025-01-01
P0005140,105,Tahun Baru,1,10500,0.0,0.1766,132,233,2025-01-01
P0002152,105,Tahun Baru,1,23800,0.0,0.1624,68,297,2025-01-01
P0001454,105,Tahun Baru,1,18900,0.0,0.2101,84,281,2025-01-01
P0000767,105,Tahun Baru,1,14100,0.3706,-0.2601,5,5,2025-01-01
P0004049,105,Tahun Baru,1,5900,0.0,0.1841,107,258,2025-01-01
P0004428,105,Tahun Baru,1,2100,0.0,0.2214,119,246,2025-01-01
P0001850,105,Tahun Baru,1,4500,0.495,-0.6013,3,7,2025-01-01
P0006685,105,Tahun Baru,1,12900,0.0,0.1905,173,192,2025-01-01
P0002977,105,Tahun Baru,1,6500,0.0,0.1371,114,251,2025-01-01
P0004736,105,Tahun Baru,1,13400,0.0,0.2309,51,314,2025-01-01
P0004026,105,Tahun Baru,1,17700,0.0,0.1816,39,326,2025-01-01
P0003710,105,Tahun Baru,1,16000,0.0,0.1796,159,206,2025-01-01
P0000310,105,Tahun Baru,1,21300,0.0,0.1476,137,403,2025-01-01
P0000058,105,Tahun Baru,1,22900,0.0,0.1974,2,8,2025-01-01
P0001033,105,Tahun Baru,1,10400,0.0,0.1538,33,332,2025-01-01
P0006972,105,Tahun Baru,1,11000,0.0,0.1568,172,193,2025-01-01
P0007651,105,Tahun Baru,1,18400,0.0,0.213,51,314,2025-01-01
P0000030,105,Tahun Baru,1,3900,0.0,0.2033,29,336,2025-01-01
P0002919,105,Tahun Baru,1,10500,0.0,0.1345,55,310,2025-01-01
P0003403,105,Tahun Baru,1,8300,0.0,0.2146,177,188,2025-01-01
P0006055,105,Tahun Baru,1,18800,0.0,0.2219,103,262,2025-01-01
P0005828,105,Tahun Baru,1,15900,0.0,0.1498,52,313,2025-01-01
P0006242,105,Tahun Baru,1,3100,0.0,0.2271,16,349,2025-01-01
P0003004,105,Tahun Baru,1,7200,0.0,0.2003,83,282,2025-01-01
P0005257,105,Tahun Baru,1,6000,0.0,0.171,105,260,2025-01-01
P0002820,105,Tahun Baru,1,5300,0.0,0.1717,130,235,2025-01-01
P0004398,105,Tahun Baru,1,5200,0.0,0.166,25,340,2025-01-01
P0007827,105,Tahun Baru,1,5200,0.0,0.1948,157,208,2025-01-01
P0002530,105,Tahun Baru,1,12100,0.0,0.1529,62,303,2025-01-01
P0007943,105,Tahun Baru,1,32200,0.0,0.1768,140,225,2025-01-01
P0002180,105,Tahun Baru,1,18600,0.0,0.1792,171,194,2025-01-01
P0008247,105,Tahun Baru,1,16100,0.0,0.1978,59,306,2025-01-01
P0007619,105,Tahun Baru,1,30100,0.0,0.2284,138,402,2025-01-01
P0002370,105,Tahun Baru,1,5900,0.0,0.1632,102,263,2025-01-01
P0005018,105,Tahun Baru,1,14100,0.0,0.1485,1,9,2025-01-01
P0002857,105,Tahun Baru,1,9100,0.495,-0.6214,3,7,2025-01-01
P0001868,105,Tahun Baru,1,7900,0.0,0.1554,123,242,2025-01-01
P0004232,105,Tahun Baru,1,4600,0.0,0.208,137,228,2025-01-01
P0000110,105,Tahun Baru,1,10400,0.0,0.152,168,197,2025-01-01
P0004408,105,Tahun Baru,1,15300,0.0,0.2117,93,272,2025-01-01
P0003068,105,Tahun Baru,1,10200,0.0,0.1935,2,8,2025-01-01
P0002355,105,Tahun Baru,1,36200,0.0,0.2262,108,432,2025-01-01
P0007633,105,Tahun Baru,1,44600,0.0,0.1493,23,517,2025-01-01
P0007841,105,Tahun Baru,1,26300,0.0,0.1465,99,441,2025-01-01
P0004100,105,Tahun Baru,1,10600,0.0,0.1542,104,261,2025-01-01
P0006670,105,Tahun Baru,1,10800,0.0,0.1538,60,305,2025-01-01
P0006567,105,Tahun Baru,1,11000,0.3434,-0.1802,4,6,2025-01-01
P0007862,105,Tahun Baru,1,5900,0.0,0.2237,178,187,2025-01-01
P0000081,105,Tahun Baru,1,13700,0.314,-0.1477,5,5,2025-01-01
P0005694,105,Tahun Baru,1,4500,0.0,0.1891,131,234,2025-01-01
P0008617,105,Tahun Baru,1,5200,0.0,0.1558,64,301,2025-01-01
P0007042,105,Tahun Baru,1,9800,0.3892,-0.3992,6,4,2025-01-01
P0004609,105,Tahun Baru,1,7300,0.0,0.2256,87,278,2025-01-01
P0003507,105,Tahun Baru,1,7400,0.0,0.1341,118,247,2025-01-01
P0007685,105,Tahun Baru,1,9800,0.0,0.2032,74,291,2025-01-01
P0001855,105,Tahun Baru,1,8900,0.0,0.2243,29,336,2025-01-01
P0008128,105,Tahun Baru,1,7300,0.0,0.1977,87,278,2025-01-01
P0003061,105,Tahun Baru,1,2800,0.0,0.2168,23,342,2025-01-01
P0004022,105,Tahun Baru,1,5200,0.0,0.1883,144,221,2025-01-01
P0000555,105,Tahun Baru,1,3000,0.0,0.2353,144,221,2025-01-01
P0000898,105,Tahun Baru,1,27100,0.0,0.2181,142,223,2025-01-01
P0007632,105,Tahun Baru,1,39700,0.0,0.2266,163,377,2025-01-01
P0004145,105,Tahun Baru,1,5900,0.0,0.1902,96,269,2025-01-01
P0007266,105,Tahun Baru,1,10700,0.0,0.1578,26,339,2025-01-01
P0003626,105,Tahun Baru,1,8600,0.4652,-0.5392,7,3,2025-01-01
P0005009,105,Tahun Baru,1,9700,0.0,0.1344,100,265,2025-01-01
P0008906,105,Tahun Baru,1,2700,0.0,0.1548,121,244,2025-01-01
P0001170,105,Tahun Baru,1,10200,0.0,0.134,45,320,2025-01-01
P0003015,105,Tahun Baru,1,25300,0.0,0.2008,131,234,2025-01-01
P0002387,105,Tahun Baru,1,6000,0.3706,-0.2275,4,6,2025-01-01
P0001409,105,Tahun Baru,1,21100,0.0,0.2087,115,250,2025-01-01
P0003696,105,Tahun Baru,1,10100,0.0,0.1908,96,269,2025-01-01
P0000848,105,Tahun Baru,1,14000,0.0,0.1794,179,186,2025-01-01
P0003640,105,Tahun Baru,1,7600,0.0,0.1945,30,335,2025-01-01
P0007889,105,Tahun Baru,1,8900,0.4681,-0.491,3,7,2025-01-01
P0003708,105,Tahun Baru,1,4800,0.0,0.1765,137,228,2025-01-01
P0005716,105,Tahun Baru,1,11800,0.0,0.1624,45,320,2025-01-01
P0007085,105,Tahun Baru,1,10800,0.0,0.2002,38,327,2025-01-01
P0001263,105,Tahun Baru,1,41300,0.0,0.1578,26,514,2025-01-01
P0008218,105,Tahun Baru,1,6000,0.0,0.2123,16,349,2025-01-01
P0002162,105,Tahun Baru,1,17600,0.0,0.1988,96,269,2025-01-01
P0007420,105,Tahun Baru,1,3600,0.0,0.2208,68,297,2025-01-01
P0004651,105,Tahun Baru,1,19500,0.0,0.1408,56,309,2025-01-01
P0006203,105,Tahun Baru,1,7500,0.0,0.1836,143,222,2025-01-01
P0007056,105,Tahun Baru,1,4100,0.0,0.182,95,270,2025-01-01
P0006101,105,Tahun Baru,1,9700,0.0,0.1444,34,331,2025-01-01
P0002721,105,Tahun Baru,1,9500,0.0,0.1327,54,311,2025-01-01
P0003933,105,Tahun Baru,1,36700,0.0,0.186,143,397,2025-01-01
P0008647,105,Tahun Baru,1,11400,0.0,0.2253,124,241,2025-01-01
P0008023,105,Tahun Baru,1,5400,0.0,0.1624,63,302,2025-01-01
P0007149,105,Tahun Baru,1,10200,0.0,0.2152,22,343,2025-01-01
P0005954,105,Tahun Baru,1,2300,0.0,0.1943,102,263,2025-01-01
P0005285,105,Tahun Baru,1,22200,0.0,0.1487,46,319,2025-01-01
P0008373,105,Tahun Baru,1,47100,0.0,0.2238,95,445,2025-01-01
P0007519,105,Tahun Baru,1,3500,0.0,0.2277,150,215,2025-01-01
P0008000,105,Tahun Baru,1,2500,0.0,0.2076,90,275,2025-01-01
P0008653,105,Tahun Baru,1,12000,0.0,0.1352,70,295,2025-01-01
P0008357,105,Tahun Baru,1,2800,0.0,0.1646,45,320,2025-01-01
P0005129,105,Tahun Baru,1,12300,0.0,0.2042,70,295,2025-01-01
P0001308,105,Tahun Baru,1,6300,0.3716,-0.3844,3,7,2025-01-01
P0009074,105,Tahun Baru,1,15200,0.0,0.1428,125,240,2025-01-01
P0006924,105,Tahun Baru,1,22200,0.0,0.2279,167,198,2025-01-01
P0005206,105,Tahun Baru,1,11500,0.0,0.1761,20,345,2025-01-01
P0008560,105,Tahun Baru,1,23100,0.0,0.2104,89,276,2025-01-01
P0001238,105,Tahun Baru,1,5300,0.0,0.2075,49,316,2025-01-01
P0007536,105,Tahun Baru,1,4900,0.0,0.1361,37,328,2025-01-01
P0001314,105,Tahun Baru,1,6900,0.0,0.1865,137,228,2025-01-01
P0003315,105,Tahun Baru,1,5200,0.0,0.2196,86,279,2025-01-01
P0005098,105,Tahun Baru,1,16800,0.0,0.2296,64,301,2025-01-01
P0008197,105,Tahun Baru,1,6000,0.0,0.2198,115,250,2025-01-01
P0006156,105,Tahun Baru,1,18100,0.0,0.2134,89,276,2025-01-01
P0009204,105,Tahun Baru,1,16200,0.0,0.159,76,289,2025-01-01
P0006279,105,Tahun Baru,1,6000,0.0,0.2028,149,216,2025-01-01
P0003431,105,Tahun Baru,1,6000,0.0,0.1788,159,206,2025-01-01
P0000529,105,Tahun Baru,1,22400,0.0,0.1977,39,326,2025-01-01
P0005899,105,Tahun Baru,1,37500,0.0,0.2201,16,349,2025-01-01
P0005220,105,Tahun Baru,1,8200,0.0,0.1574,120,245,2025-01-01
P0008163,105,Tahun Baru,1,7900,0.0,0.1562,126,239,2025-01-01
P0005170,105,Tahun Baru,1,9900,0.0,0.1625,17,348,2025-01-01
P0001379,105,Tahun Baru,1,36500,0.0,0.215,128,412,2025-01-01
P0000848,105,Tahun Baru,1,14000,0.0,0.1794,50,315,2025-01-01
P0002852,105,Tahun Baru,1,14900,0.0,0.1377,111,254,2025-01-01
P0006949,105,Tahun Baru,1,9400,0.491,-0.5767,3,7,2025-01-01
P0008135,105,Tahun Baru,1,15600,0.0,0.193,58,307,2025-01-01
P0001864,105,Tahun Baru,1,1600,0.0,0.23,25,340,2025-01-01
P0005650,105,Tahun Baru,1,4200,0.0,0.1683,46,319,2025-01-01
P0003989,105,Tahun Baru,1,9600,0.0,0.1348,124,241,2025-01-01
P0005617,105,Tahun Baru,1,10300,0.0,0.1318,35,330,2025-01-01
P0007447,105,Tahun Baru,1,20500,0.0,0.2242,160,205,2025-01-01
P0002806,105,Tahun Baru,1,12400,0.0,0.139,79,286,2025-01-01
P0005411,105,Tahun Baru,1,10400,0.3898,-0.3352,5,5,2025-01-01
P0006030,105,Tahun Baru,1,8600,0.0,0.1797,37,328,2025-01-01
P0000806,105,Tahun Baru,1,12100,0.0,0.2276,111,254,2025-01-01
P0004842,105,Tahun Baru,1,8300,0.0,0.14,53,312,2025-01-01
P0006152,105,Tahun Baru,1,42100,0.0,0.1949,36,504,2025-01-01
P0006777,105,Tahun Baru,1,5200,0.0,0.1544,55,310,2025-01-01
P0004341,105,Tahun Baru,1,4300,0.0,0.1351,87,278,2025-01-01
P0006720,105,Tahun Baru,1,3400,0.0,0.2168,112,253,2025-01-01
P0001335,105,Tahun Baru,1,3100,0.0,0.2132,135,230,2025-01-01
P0008664,105,Tahun Baru,1,12600,0.0,0.156,160,205,2025-01-01
P0006628,105,Tahun Baru,1,2100,0.0,0.1871,131,234,2025-01-01
P0003118,105,Tahun Baru,1,17900,0.0,0.2159,163,202,2025-01-01
P0002255,105,Tahun Baru,1,1500,0.0,0.1653,36,329,2025-01-01
P0006225,105,Tahun Baru,1,3100,0.0,0.1303,52,313,2025-01-01
P0002970,105,Tahun Baru,1,14300,0.0,0.1496,112,253,2025-01-01
P0000907,105,Tahun Baru,1,7200,0.0,0.2092,131,234,2025-01-01
P0006293,105,Tahun Baru,1,16400,0.0,0.1951,21,344,2025-01-01
P0004514,105,Tahun Baru,1,5700,0.0,0.2075,119,246,2025-01-01
P0012744,105,Tahun Baru,2,14600,0.0,0.1403,142,223,2025-01-01
P0010607,105,Tahun Baru,2,16200,0.3149,-0.1272,6,4,2025-01-01
P0016470,105,Tahun Baru,2,23800,0.0,0.1616,2,8,2025-01-01
P0013896,105,Tahun Baru,2,23800,0.0,0.1345,82,283,2025-01-01
P0019249,105,Tahun Baru,2,10500,0.0,0.1724,56,309,2025-01-01
P0020323,105,Tahun Baru,2,10300,0.4386,-0.385,4,6,2025-01-01
P0017859,105,Tahun Baru,2,9800,0.0,0.1608,73,292,2025-01-01
P0019400,105,Tahun Baru,2,6200,0.0,0.1802,126,239,2025-01-01
P0014841,105,Tahun Baru,2,16400,0.0,0.1501,53,312,2025-01-01
P0009686,105,Tahun Baru,2,32800,0.0,0.1942,119,246,2025-01-01
P0009882,105,Tahun Baru,2,17000,0.0,0.1544,57,308,2025-01-01
P0011462,105,Tahun Baru,2,10200,0.0,0.1472,58,307,2025-01-01
P0010351,105,Tahun Baru,2,35600,0.0,0.2002,171,194,2025-01-01
P0019725,105,Tahun Baru,2,5600,0.0,0.1595,20,345,2025-01-01
P0018649,105,Tahun Baru,2,1300,0.0,0.1438,102,263,2025-01-01
P0013787,105,Tahun Baru,2,10400,0.0,0.1888,40,325,2025-01-01
P0020601,105,Tahun Baru,2,47400,0.0,0.2023,57,483,2025-01-01
P0014864,105,Tahun Baru,2,2300,0.0,0.2078,111,254,2025-01-01
P0015768,105,Tahun Baru,2,3500,0.0,0.2151,80,285,2025-01-01
P0011309,105,Tahun Baru,2,37400,0.0,0.2283,19,521,2025-01-01
P0018628,105,Tahun Baru,2,28200,0.0,0.1457,110,430,2025-01-01
P0016316,105,Tahun Baru,2,6700,0.0,0.1327,93,272,2025-01-01
P0017418,105,Tahun Baru,2,15000,0.0,0.1588,103,262,2025-01-01
P0019039,105,Tahun Baru,2,15500,0.0,0.1625,18,347,2025-01-01
P0017246,105,Tahun Baru,2,16800,0.0,0.1354,66,299,2025-01-01
P0016359,105,Tahun Baru,2,20900,0.0,0.2209,98,267,2025-01-01
P0010133,105,Tahun Baru,2,7100,0.0,0.1697,136,229,2025-01-01
P0010149,105,Tahun Baru,2,28900,0.0,0.2068,178,187,2025-01-01
P0009447,105,Tahun Baru,2,10700,0.0,0.2101,129,236,2025-01-01
P0013709,105,Tahun Baru,2,57500,0.0,0.1524,87,278,2025-01-01
P0009878,105,Tahun Baru,2,20600,0.0,0.2032,39,231,2025-01-01
P0019480,105,Tahun Baru,2,14300,0.0,0.1587,62,303,2025-01-01
P0013799,105,Tahun Baru,2,38200,0.0,0.2244,77,288,2025-01-01
P0015580,105,Tahun Baru,2,12200,0.0,0.1861,146,219,2025-01-01
P0012659,105,Tahun Baru,2,2800,0.0,0.2157,138,227,2025-01-01
P0009591,105,Tahun Baru,2,12200,0.0,0.2166,124,241,2025-01-01
P0015076,105,Tahun Baru,2,16600,0.0,0.1492,172,193,2025-01-01
P0020968,105,Tahun Baru,2,11500,0.0,0.141,15,350,2025-01-01
P0012884,105,Tahun Baru,2,15600,0.0,0.2196,136,134,2025-01-01
P0010443,105,Tahun Baru,2,2800,0.0,0.155,91,274,2025-01-01
P0019583,105,Tahun Baru,2,12700,0.0,0.1435,119,151,2025-01-01
P0021101,105,Tahun Baru,2,71700,0.0,0.2055,86,279,2025-01-01
P0011237,105,Tahun Baru,2,19200,0.0,0.174,128,142,2025-01-01
P0015614,105,Tahun Baru,2,15600,0.0,0.1913,170,195,2025-01-01
P0012710,105,Tahun Baru,2,52300,0.0,0.2247,174,191,2025-01-01
P0015846,105,Tahun Baru,2,5500,0.0,0.1796,82,283,2025-01-01
P0017350,105,Tahun Baru,2,11000,0.0,0.1381,106,259,2025-01-01
P0014096,105,Tahun Baru,2,12000,0.0,0.2138,142,223,2025-01-01
P0020022,105,Tahun Baru,2,10200,0.0,0.2262,180,185,2025-01-01
P0010886,105,Tahun Baru,2,5900,0.0,0.1697,21,344,2025-01-01
P0011808,105,Tahun Baru,2,15500,0.0,0.1777,153,117,2025-01-01
P0017203,105,Tahun Baru,2,8700,0.0,0.2078,93,272,2025-01-01
P0010126,105,Tahun Baru,2,17400,0.0,0.1433,170,195,2025-01-01
P0017188,105,Tahun Baru,2,5100,0.0,0.2237,133,232,2025-01-01
P0012721,105,Tahun Baru,2,17100,0.0,0.1694,135,230,2025-01-01
P0019677,105,Tahun Baru,2,22700,0.0,0.1811,114,251,2025-01-01
P0017489,105,Tahun Baru,2,3300,0.0,0.1418,158,207,2025-01-01
P0012370,105,Tahun Baru,2,24500,0.0,0.2147,65,300,2025-01-01
P0011907,105,Tahun Baru,2,23700,0.0,0.1829,109,161,2025-01-01
P0019047,105,Tahun Baru,2,5700,0.0,0.1754,97,268,2025-01-01
P0016979,105,Tahun Baru,2,9200,0.0,0.1768,64,301,2025-01-01
P0010681,105,Tahun Baru,2,23300,0.0,0.1912,118,247,2025-01-01
P0013043,105,Tahun Baru,2,19700,0.0,0.1863,115,250,2025-01-01
P0016351,105,Tahun Baru,2,3800,0.0,0.2161,34,331,2025-01-01
P0009847,105,Tahun Baru,2,22400,0.0,0.1367,99,441,2025-01-01
P0012824,105,Tahun Baru,2,11300,0.0,0.1617,72,293,2025-01-01
P0013109,105,Tahun Baru,2,36900,0.0,0.187,187,353,2025-01-01
P0012466,105,Tahun Baru,2,3500,0.0,0.2354,119,246,2025-01-01
P0011824,105,Tahun Baru,2,40600,0.0,0.2033,38,327,2025-01-01
P0017446,105,Tahun Baru,2,10400,0.0,0.1538,39,326,2025-01-01
P0017668,105,Tahun Baru,2,22600,0.0,0.1418,27,338,2025-01-01
P0015061,105,Tahun Baru,2,11200,0.0,0.169,72,293,2025-01-01
P0015475,105,Tahun Baru,2,14500,0.0,0.1994,137,228,2025-01-01
P0010350,105,Tahun Baru,2,19400,0.0,0.198,56,484,2025-01-01
P0011428,105,Tahun Baru,2,27200,0.0,0.1539,171,369,2025-01-01
P0020484,105,Tahun Baru,2,7100,0.0,0.191,75,290,2025-01-01
P0014896,105,Tahun Baru,2,13000,0.0,0.2064,119,246,2025-01-01
P0018974,105,Tahun Baru,2,4400,0.0,0.1609,138,227,2025-01-01
P0015807,105,Tahun Baru,2,5000,0.0,0.1534,32,333,2025-01-01
P0010203,105,Tahun Baru,2,18100,0.0,0.2283,158,207,2025-01-01
P0011575,105,Tahun Baru,2,24000,0.0,0.2033,150,390,2025-01-01
P0020886,105,Tahun Baru,2,40600,0.0,0.2164,50,490,2025-01-01
P0010966,105,Tahun Baru,2,2700,0.0,0.1663,47,318,2025-01-01
P0009779,105,Tahun Baru,2,4800,0.0,0.2017,166,199,2025-01-01
P0013045,105,Tahun Baru,2,13800,0.0,0.2278,101,264,2025-01-01
P0014557,105,Tahun Baru,2,16000,0.0,0.1958,26,244,2025-01-01
P0013055,105,Tahun Baru,2,30000,0.0,0.1503,56,309,2025-01-01
P0017248,105,Tahun Baru,2,7800,0.0,0.1927,2,8,2025-01-01
P0021099,105,Tahun Baru,2,26200,0.0,0.1479,154,211,2025-01-01
P0017597,105,Tahun Baru,2,28600,0.0,0.2056,164,201,2025-01-01
P0021489,105,Tahun Baru,2,32100,0.0,0.2293,54,311,2025-01-01
P0020154,105,Tahun Baru,2,22600,0.0,0.2277,109,256,2025-01-01
P0011437,105,Tahun Baru,2,25800,0.0,0.2284,150,215,2025-01-01
P0014865,105,Tahun Baru,2,16900,0.0,0.1618,82,283,2025-01-01
P0010292,105,Tahun Baru,2,38200,0.0,0.1927,171,369,2025-01-01
P0020789,105,Tahun Baru,2,7200,0.0,0.1364,150,120,2025-01-01
P0009687,105,Tahun Baru,2,36400,0.0,0.1717,37,328,2025-01-01
P0010891,105,Tahun Baru,2,3200,0.0,0.1516,60,305,2025-01-01
P0010319,105,Tahun Baru,2,4100,0.0,0.1337,123,242,2025-01-01
P0020878,105,Tahun Baru,2,36200,0.0,0.1884,109,256,2025-01-01
P0015948,105,Tahun Baru,2,30800,0.0,0.1897,81,284,2025-01-01
P0010750,105,Tahun Baru,2,16100,0.0,0.2118,50,315,2025-01-01
P0015997,105,Tahun Baru,2,26900,0.0,0.1825,20,520,2025-01-01
P0019585,105,Tahun Baru,2,40000,0.0,0.132,260,280,2025-01-01
P0014631,105,Tahun Baru,2,18900,0.0,0.1662,164,201,2025-01-01
P0015688,105,Tahun Baru,2,19800,0.0,0.1783,76,194,2025-01-01
P0017006,105,Tahun Baru,2,17700,0.0,0.1331,1,9,2025-01-01
P0015004,105,Tahun Baru,2,15400,0.0,0.1994,86,279,2025-01-01
P0013665,105,Tahun Baru,2,13000,0.0,0.1602,179,91,2025-01-01
P0012421,105,Tahun Baru,2,50500,0.0,0.1908,90,275,2025-01-01
P0012043,105,Tahun Baru,2,28600,0.0,0.131,96,269,2025-01-01
P0013212,105,Tahun Baru,2,20600,0.0,0.1532,91,449,2025-01-01
P0016407,105,Tahun Baru,2,11300,0.0,0.225,15,350,2025-01-01
P0019065,105,Tahun Baru,2,6500,0.0,0.18,111,254,2025-01-01
P0021181,105,Tahun Baru,2,52600,0.0,0.1675,36,329,2025-01-01
P0016102,105,Tahun Baru,2,10400,0.0,0.2226,82,283,2025-01-01
P0013228,105,Tahun Baru,2,41500,0.0,0.2167,155,385,2025-01-01
P0010281,105,Tahun Baru,2,10000,0.0,0.1527,53,312,2025-01-01
P0012920,105,Tahun Baru,2,16400,0.0,0.1435,148,217,2025-01-01
P0016904,105,Tahun Baru,2,3500,0.0,0.2394,73,292,2025-01-01
P0013228,105,Tahun Baru,2,41500,0.0,0.2167,132,408,2025-01-01
P0011738,105,Tahun Baru,2,9800,0.0,0.1913,38,327,2025-01-01
P0016798,105,Tahun Baru,2,9400,0.4136,-0.3802,4,6,2025-01-01
P0019003,105,Tahun Baru,2,13200,0.0,0.1983,48,222,2025-01-01
P0017664,105,Tahun Baru,2,7600,0.0,0.1747,102,263,2025-01-01
P0016522,105,Tahun Baru,2,9900,0.0,0.1848,18,347,2025-01-01
P0019221,105,Tahun Baru,2,20200,0.0,0.2011,174,191,2025-01-01
P0014120,105,Tahun Baru,2,9400,0.3781,-0.3135,5,5,2025-01-01
P0010577,105,Tahun Baru,2,11200,0.0,0.1468,84,281,2025-01-01
P0016781,105,Tahun Baru,2,21300,0.0,0.162,144,126,2025-01-01
P0016024,105,Tahun Baru,2,4800,0.307,-0.1338,4,6,2025-01-01
P0014037,105,Tahun Baru,2,12700,0.0,0.2035,29,336,2025-01-01
P0010715,105,Tahun Baru,2,33600,0.0,0.2069,109,256,2025-01-01
P0020443,105,Tahun Baru,2,4800,0.0,0.2169,75,290,2025-01-01
P0018223,105,Tahun Baru,2,24100,0.0,0.1841,18,347,2025-01-01
P0018608,105,Tahun Baru,2,12800,0.0,0.2003,177,188,2025-01-01
P0016391,105,Tahun Baru,2,9100,0.0,0.2084,178,187,2025-01-01
P0012855,105,Tahun Baru,2,12300,0.0,0.189,125,240,2025-01-01
P0011352,105,Tahun Baru,2,31600,0.0,0.1841,176,189,2025-01-01
P0011317,105,Tahun Baru,2,10300,0.0,0.1332,152,213,2025-01-01
P0018620,105,Tahun Baru,2,7500,0.0,0.1889,90,275,2025-01-01
