id_produk,minggu,current_event,id_toko,harga_promosi,diskon,diskon_margin,hari_jual,kedaluwarsa,tanggal_transaksi
P0001485,26,Promo Akhir Pekan,1,3800,0.0706,0.1076,100,265,2023-07-01
P0007924,26,Promo Akhir Pekan,1,8300,0.1958,-0.0367,171,194,2023-07-01
P0009085,26,Promo Akhir Pekan,1,42200,0.0667,0.0787,133,407,2023-07-01
P0007622,26,Promo Akhir Pekan,1,19000,0.058,0.0805,149,216,2023-07-01
P0001564,26,Promo Akhir Pekan,1,1800,0.1215,0.0061,137,228,2023-07-01
P0003973,26,Promo Akhir Pekan,1,24900,0.089,0.1465,34,506,2023-07-01
P0002200,26,Promo Akhir Pekan,1,4800,0.1238,0.0962,90,275,2023-07-01
P0000578,26,Promo Akhir Pekan,1,4700,0.1032,0.094,138,227,2023-07-01
P0001158,26,Promo Akhir Pekan,1,5200,0.0757,0.1479,126,239,2023-07-01
P0007249,26,Promo Akhir Pekan,1,6700,0.1031,0.1385,83,282,2023-07-01
P0001645,26,Promo Akhir Pekan,1,6800,0.1482,0.0696,104,261,2023-07-01
P0000497,26,Promo Akhir Pekan,1,9700,0.1117,0.0648,118,247,2023-07-01
P0006661,26,Promo Akhir Pekan,1,3800,0.0848,0.1026,61,304,2023-07-01
P0001407,26,Promo Akhir Pekan,1,20600,0.0549,0.1314,131,234,2023-07-01
P0003439,26,Promo Akhir Pekan,1,8300,0.0876,0.1511,28,337,2023-07-01
P0000454,26,Promo Akhir Pekan,1,15800,0.1476,0.0697,76,289,2023-07-01
P0005999,26,Promo Akhir Pekan,1,4200,0.0965,0.0843,160,205,2023-07-01
P0003206,26,Promo Akhir Pekan,1,4700,0.4022,-0.3398,7,3,2023-07-01
P0004696,26,Promo Akhir Pekan,1,11800,0.0657,0.082,88,277,2023-07-01
P0002267,26,Promo Akhir Pekan,1,3700,0.1675,0.0641,115,250,2023-07-01
P0002805,26,Promo Akhir Pekan,1,7700,0.0748,0.0971,177,188,2023-07-01
P0000415,26,Promo Akhir Pekan,1,28200,0.0732,0.1444,92,448,2023-07-01
P0006078,26,Promo Akhir Pekan,1,14100,0.0655,0.0967,59,306,2023-07-01
P0006359,26,Promo Akhir Pekan,1,2700,0.1029,0.1093,37,328,2023-07-01
P0005318,26,Promo Akhir Pekan,1,7900,0.1339,0.0071,26,339,2023-07-01
P0002909,26,Promo Akhir Pekan,1,5700,0.1294,0.0032,167,198,2023-07-01
P0003420,26,Promo Akhir Pekan,1,24700,0.1855,-0.0152,158,382,2023-07-01
P0007305,26,Promo Akhir Pekan,1,5000,0.1275,0.0224,129,236,2023-07-01
P0003126,26,Promo Akhir Pekan,1,23800,0.1221,0.1169,170,370,2023-07-01
P0005786,26,Promo Akhir Pekan,1,10300,0.1176,0.1174,70,295,2023-07-01
P0004034,26,Promo Akhir Pekan,1,1800,0.1208,0.0672,50,315,2023-07-01
P0001038,26,Promo Akhir Pekan,1,7800,0.0605,0.1085,101,264,2023-07-01
P0001641,26,Promo Akhir Pekan,1,24800,0.1347,0.0154,172,193,2023-07-01
P0007249,26,Promo Akhir Pekan,1,6100,0.1884,0.0538,129,236,2023-07-01
P0005997,26,Promo Akhir Pekan,1,2300,0.1987,-0.023,132,233,2023-07-01
P0002593,26,Promo Akhir Pekan,1,5100,0.1511,0.0937,150,215,2023-07-01
P0003682,26,Promo Akhir Pekan,1,9100,0.1442,0.0964,159,206,2023-07-01
P0005607,26,Promo Akhir Pekan,1,5800,0.0519,0.0902,143,222,2023-07-01
P0007391,26,Promo Akhir Pekan,1,23700,0.156,0.0547,59,481,2023-07-01
P0001080,26,Promo Akhir Pekan,1,2400,0.1175,0.1,121,244,2023-07-01
P0006677,26,Promo Akhir Pekan,1,9700,0.072,0.1415,127,238,2023-07-01
P0008557,26,Promo Akhir Pekan,1,8400,0.1578,0.0755,174,191,2023-07-01
P0003889,26,Promo Akhir Pekan,1,3400,0.1887,0.0097,92,273,2023-07-01
P0007344,26,Promo Akhir Pekan,1,19300,0.1017,0.0846,100,265,2023-07-01
P0002849,26,Promo Akhir Pekan,1,10200,0.1679,0.0318,163,202,2023-07-01
P0008717,26,Promo Akhir Pekan,1,2900,0.0555,0.1159,137,228,2023-07-01
P0003361,26,Promo Akhir Pekan,1,45400,0.0898,0.1288,153,387,2023-07-01
P0007067,26,Promo Akhir Pekan,1,6200,0.1445,0.0476,36,329,2023-07-01
P0007011,26,Promo Akhir Pekan,1,18600,0.1189,0.0781,102,263,2023-07-01
P0005278,26,Promo Akhir Pekan,1,15000,0.0924,0.1363,134,231,2023-07-01
P0000474,26,Promo Akhir Pekan,1,11600,0.1039,0.1303,119,246,2023-07-01
P0008958,26,Promo Akhir Pekan,1,24000,0.1723,0.0143,143,222,2023-07-01
P0008403,26,Promo Akhir Pekan,1,2000,0.1222,0.0255,54,311,2023-07-01
P0001272,26,Promo Akhir Pekan,1,11800,0.3844,-0.2846,5,5,2023-07-01
P0003971,26,Promo Akhir Pekan,1,9400,0.3476,-0.3283,4,6,2023-07-01
P0002664,26,Promo Akhir Pekan,1,4000,0.1518,0.0732,17,348,2023-07-01
P0005901,26,Promo Akhir Pekan,1,13500,0.1568,-0.0153,120,245,2023-07-01
P0003001,26,Promo Akhir Pekan,1,6300,0.1057,0.0559,102,263,2023-07-01
P0002986,26,Promo Akhir Pekan,1,4800,0.1011,0.066,111,254,2023-07-01
P0004672,26,Promo Akhir Pekan,1,11600,0.0504,0.1179,129,236,2023-07-01
P0000552,26,Promo Akhir Pekan,1,8600,0.06,0.1437,109,256,2023-07-01
P0007533,26,Promo Akhir Pekan,1,5100,0.0558,0.1022,117,248,2023-07-01
P0005483,26,Promo Akhir Pekan,1,32500,0.0684,0.068,108,257,2023-07-01
P0003305,26,Promo Akhir Pekan,1,30000,0.0954,0.098,25,515,2023-07-01
P0008275,26,Promo Akhir Pekan,1,11600,0.0715,0.1592,170,195,2023-07-01
P0007120,26,Promo Akhir Pekan,1,15400,0.0675,0.1389,125,240,2023-07-01
P0000868,26,Promo Akhir Pekan,1,20200,0.1249,0.0421,170,195,2023-07-01
P0009152,26,Promo Akhir Pekan,1,6800,0.1369,0.0885,114,251,2023-07-01
P0001111,26,Promo Akhir Pekan,1,7900,0.3298,-0.1932,5,5,2023-07-01
P0001432,26,Promo Akhir Pekan,1,40700,0.1365,0.0915,57,483,2023-07-01
P0002827,26,Promo Akhir Pekan,1,11000,0.1938,-0.0587,121,244,2023-07-01
P0006626,26,Promo Akhir Pekan,1,23500,0.1783,-0.0402,78,287,2023-07-01
P0001090,26,Promo Akhir Pekan,1,10900,0.1374,0.0586,20,345,2023-07-01
P0000121,26,Promo Akhir Pekan,1,39600,0.1804,0.0448,104,436,2023-07-01
P0002052,26,Promo Akhir Pekan,1,3400,0.1732,0.0462,16,349,2023-07-01
P0007282,26,Promo Akhir Pekan,1,5100,0.1657,0.0304,46,319,2023-07-01
P0007504,26,Promo Akhir Pekan,1,14000,0.335,-0.1777,6,4,2023-07-01
P0005729,26,Promo Akhir Pekan,1,13700,0.0798,0.1393,105,260,2023-07-01
P0005059,26,Promo Akhir Pekan,1,5900,0.1465,-0.0127,74,291,2023-07-01
P0004480,26,Promo Akhir Pekan,1,14000,0.1654,0.0246,95,270,2023-07-01
P0001547,26,Promo Akhir Pekan,1,23200,0.1326,0.0856,103,262,2023-07-01
P0001664,26,Promo Akhir Pekan,1,13500,0.1555,0.0431,1,9,2023-07-01
P0008884,26,Promo Akhir Pekan,1,13700,0.1715,0.0309,99,266,2023-07-01
P0000471,26,Promo Akhir Pekan,1,3500,0.0906,0.0671,121,244,2023-07-01
P0001627,26,Promo Akhir Pekan,1,32000,0.0859,0.1579,162,203,2023-07-01
P0001562,26,Promo Akhir Pekan,1,15700,0.1052,0.0444,102,263,2023-07-01
P0005464,26,Promo Akhir Pekan,1,2700,0.091,0.1544,56,309,2023-07-01
P0000573,26,Promo Akhir Pekan,1,11400,0.1161,0.0204,125,240,2023-07-01
P0001002,26,Promo Akhir Pekan,1,5700,0.0808,0.1253,25,340,2023-07-01
P0007114,26,Promo Akhir Pekan,1,3600,0.0737,0.1617,117,248,2023-07-01
P0008050,26,Promo Akhir Pekan,1,10500,0.1962,0.0353,70,295,2023-07-01
P0003772,26,Promo Akhir Pekan,1,15100,0.1645,0.0211,23,342,2023-07-01
P0002061,26,Promo Akhir Pekan,1,11300,0.1927,-0.0151,132,233,2023-07-01
P0002099,26,Promo Akhir Pekan,1,22000,0.0554,0.1716,61,479,2023-07-01
P0006448,26,Promo Akhir Pekan,1,19700,0.1237,0.0481,80,460,2023-07-01
P0000808,26,Promo Akhir Pekan,1,10200,0.0813,0.1523,110,255,2023-07-01
P0003277,26,Promo Akhir Pekan,1,4000,0.1242,0.0253,60,305,2023-07-01
P0000901,26,Promo Akhir Pekan,1,5500,0.1703,0.0491,106,259,2023-07-01
P0007067,26,Promo Akhir Pekan,1,6600,0.1009,0.1053,160,205,2023-07-01
P0002309,26,Promo Akhir Pekan,1,4600,0.0537,0.073,122,243,2023-07-01
P0002199,26,Promo Akhir Pekan,1,34300,0.1786,-0.0169,151,389,2023-07-01
P0008607,26,Promo Akhir Pekan,1,5200,0.199,-0.025,167,198,2023-07-01
P0005254,26,Promo Akhir Pekan,1,2800,0.1684,0.0364,128,237,2023-07-01
P0008555,26,Promo Akhir Pekan,1,11200,0.1066,0.0469,123,242,2023-07-01
P0008977,26,Promo Akhir Pekan,1,10100,0.1176,0.0184,134,231,2023-07-01
P0005806,26,Promo Akhir Pekan,1,11200,0.1395,0.1006,35,330,2023-07-01
P0006170,26,Promo Akhir Pekan,1,3500,0.1137,0.0569,21,344,2023-07-01
P0004058,26,Promo Akhir Pekan,1,9600,0.1866,-0.0462,123,242,2023-07-01
P0004930,26,Promo Akhir Pekan,1,2000,0.0694,0.0715,87,278,2023-07-01
P0002002,26,Promo Akhir Pekan,1,15300,0.155,0.0492,166,199,2023-07-01
P0003004,26,Promo Akhir Pekan,1,6400,0.1177,0.1003,37,328,2023-07-01
P0005222,26,Promo Akhir Pekan,1,8600,0.1513,-0.0163,68,297,2023-07-01
P0002640,26,Promo Akhir Pekan,1,10600,0.0877,0.1224,82,283,2023-07-01
P0001812,26,Promo Akhir Pekan,1,4300,0.1675,-0.0333,179,186,2023-07-01
P0001819,26,Promo Akhir Pekan,1,11500,0.1982,-0.0593,127,238,2023-07-01
P0003342,26,Promo Akhir Pekan,1,5100,0.1853,0.0263,99,266,2023-07-01
P0008247,26,Promo Akhir Pekan,1,13400,0.1704,0.0361,42,323,2023-07-01
P0005600,26,Promo Akhir Pekan,1,8800,0.0875,0.1436,73,292,2023-07-01
P0016380,26,Promo Akhir Pekan,2,17400,0.1499,0.0688,172,193,2023-07-01
P0021372,26,Promo Akhir Pekan,2,2300,0.1118,0.0861,105,260,2023-07-01
P0020255,26,Promo Akhir Pekan,2,11900,0.1472,0.0247,18,347,2023-07-01
P0015524,26,Promo Akhir Pekan,2,17900,0.1306,0.0666,169,196,2023-07-01
P0015302,26,Promo Akhir Pekan,2,18000,0.1474,0.0459,143,222,2023-07-01
P0015786,26,Promo Akhir Pekan,2,36300,0.0945,0.1407,83,457,2023-07-01
P0019453,26,Promo Akhir Pekan,2,6000,0.1916,0.0495,155,210,2023-07-01
P0020083,26,Promo Akhir Pekan,2,25700,0.1617,0.0442,108,257,2023-07-01
P0015981,26,Promo Akhir Pekan,2,5700,0.1953,0.0381,30,335,2023-07-01
P0015930,26,Promo Akhir Pekan,2,3300,0.1506,0.0127,75,290,2023-07-01
P0021236,26,Promo Akhir Pekan,2,5400,0.1254,0.0804,174,191,2023-07-01
P0021391,26,Promo Akhir Pekan,2,13700,0.196,-0.0622,81,189,2023-07-01
P0009813,26,Promo Akhir Pekan,2,16600,0.1273,0.0634,134,231,2023-07-01
P0014325,26,Promo Akhir Pekan,2,5400,0.1364,0.0404,124,241,2023-07-01
P0014313,26,Promo Akhir Pekan,2,14100,0.0951,0.1122,2,8,2023-07-01
P0010344,26,Promo Akhir Pekan,2,2100,0.1842,-0.0486,99,266,2023-07-01
P0021510,26,Promo Akhir Pekan,2,25100,0.1777,0.048,69,296,2023-07-01
P0010911,26,Promo Akhir Pekan,2,3900,0.1666,0.0423,59,306,2023-07-01
P0010795,26,Promo Akhir Pekan,2,4700,0.1974,-0.0396,163,202,2023-07-01
P0016753,26,Promo Akhir Pekan,2,7400,0.0624,0.1193,16,349,2023-07-01
P0012873,26,Promo Akhir Pekan,2,28200,0.1545,-0.0062,173,367,2023-07-01
P0019620,26,Promo Akhir Pekan,2,9200,0.054,0.1559,67,298,2023-07-01
P0014022,26,Promo Akhir Pekan,2,5200,0.1483,0.0288,127,238,2023-07-01
P0016662,26,Promo Akhir Pekan,2,53200,0.187,-0.0331,96,269,2023-07-01
P0011582,26,Promo Akhir Pekan,2,9000,0.1928,-0.0474,16,349,2023-07-01
P0020551,26,Promo Akhir Pekan,2,19600,0.1921,0.0413,19,346,2023-07-01
P0016158,26,Promo Akhir Pekan,2,7900,0.1182,0.0454,141,224,2023-07-01
P0010897,26,Promo Akhir Pekan,2,1200,0.0965,0.1567,46,319,2023-07-01
P0020360,26,Promo Akhir Pekan,2,36100,0.1084,0.0296,115,250,2023-07-01
P0016506,26,Promo Akhir Pekan,2,10700,0.0638,0.0914,35,330,2023-07-01
P0012487,26,Promo Akhir Pekan,2,27400,0.0689,0.0839,129,236,2023-07-01
P0015405,26,Promo Akhir Pekan,2,13700,0.125,0.1029,113,252,2023-07-01
P0009480,26,Promo Akhir Pekan,2,38900,0.0977,0.0965,104,436,2023-07-01
P0013594,26,Promo Akhir Pekan,2,13300,0.0923,0.0693,158,207,2023-07-01
P0009240,26,Promo Akhir Pekan,2,10700,0.1344,0.0654,57,308,2023-07-01
P0011174,26,Promo Akhir Pekan,2,40900,0.0572,0.1116,91,274,2023-07-01
P0009417,26,Promo Akhir Pekan,2,4400,0.1531,0.0634,152,213,2023-07-01
P0019535,26,Promo Akhir Pekan,2,26100,0.0856,0.1234,17,348,2023-07-01
P0010907,26,Promo Akhir Pekan,2,34100,0.0871,0.1549,120,245,2023-07-01
P0012517,26,Promo Akhir Pekan,2,4600,0.1133,0.1041,105,260,2023-07-01
P0018395,26,Promo Akhir Pekan,2,23500,0.1534,0.0086,57,308,2023-07-01
P0018533,26,Promo Akhir Pekan,2,15300,0.1544,0.0852,160,205,2023-07-01
P0011458,26,Promo Akhir Pekan,2,26300,0.082,0.0718,128,237,2023-07-01
P0011566,26,Promo Akhir Pekan,2,10800,0.3581,-0.2077,6,4,2023-07-01
P0014071,26,Promo Akhir Pekan,2,9000,0.1303,0.0201,61,304,2023-07-01
P0015212,26,Promo Akhir Pekan,2,6100,0.0655,0.1121,143,222,2023-07-01
P0014077,26,Promo Akhir Pekan,2,18600,0.0905,0.0899,128,142,2023-07-01
P0017783,26,Promo Akhir Pekan,2,30600,0.1763,-0.0118,36,329,2023-07-01
P0018552,26,Promo Akhir Pekan,2,17400,0.1535,0.0633,164,201,2023-07-01
P0018711,26,Promo Akhir Pekan,2,11200,0.0723,0.1668,138,227,2023-07-01
P0018925,26,Promo Akhir Pekan,2,16000,0.144,-0.0029,152,213,2023-07-01
P0012275,26,Promo Akhir Pekan,2,30400,0.1826,-0.0138,129,411,2023-07-01
P0015030,26,Promo Akhir Pekan,2,32100,0.1359,0.0078,180,360,2023-07-01
P0019469,26,Promo Akhir Pekan,2,23900,0.187,0.0045,15,350,2023-07-01
P0014703,26,Promo Akhir Pekan,2,17700,0.1315,0.0365,114,251,2023-07-01
P0020352,26,Promo Akhir Pekan,2,8500,0.0768,0.0899,40,325,2023-07-01
P0009368,26,Promo Akhir Pekan,2,6300,0.1664,0.0317,84,186,2023-07-01
P0014976,26,Promo Akhir Pekan,2,7100,0.1712,-0.0282,79,286,2023-07-01
P0010130,26,Promo Akhir Pekan,2,31100,0.0549,0.1382,86,454,2023-07-01
P0019236,26,Promo Akhir Pekan,2,4000,0.0592,0.176,37,328,2023-07-01
P0012014,26,Promo Akhir Pekan,2,15700,0.1963,0.0245,90,275,2023-07-01
P0009958,26,Promo Akhir Pekan,2,27700,0.0738,0.099,44,496,2023-07-01
P0010798,26,Promo Akhir Pekan,2,5900,0.1969,0.0392,163,202,2023-07-01
P0009755,26,Promo Akhir Pekan,2,9400,0.0902,0.1254,170,195,2023-07-01
P0016541,26,Promo Akhir Pekan,2,5900,0.1037,0.0968,27,338,2023-07-01
P0018185,26,Promo Akhir Pekan,2,9800,0.0875,0.1376,65,205,2023-07-01
P0011384,26,Promo Akhir Pekan,2,4600,0.1802,0.0183,44,321,2023-07-01
P0017110,26,Promo Akhir Pekan,2,13800,0.1616,0.0121,177,188,2023-07-01
P0018862,26,Promo Akhir Pekan,2,3400,0.1626,-0.0297,142,223,2023-07-01
P0009467,26,Promo Akhir Pekan,2,19500,0.0561,0.0907,19,346,2023-07-01
P0019298,26,Promo Akhir Pekan,2,5700,0.0937,0.0849,65,205,2023-07-01
P0017039,26,Promo Akhir Pekan,2,10900,0.0714,0.1235,38,232,2023-07-01
P0010560,26,Promo Akhir Pekan,2,34500,0.1031,0.073,76,289,2023-07-01
P0015296,26,Promo Akhir Pekan,2,13500,0.1697,0.0665,20,345,2023-07-01
P0017769,26,Promo Akhir Pekan,2,6900,0.1845,0.0258,54,311,2023-07-01
P0019223,26,Promo Akhir Pekan,2,27200,0.0678,0.159,57,308,2023-07-01
P0020321,26,Promo Akhir Pekan,2,16100,0.0825,0.09,139,226,2023-07-01
P0019228,26,Promo Akhir Pekan,2,5600,0.0656,0.0791,87,278,2023-07-01
P0010252,26,Promo Akhir Pekan,2,10700,0.1495,-0.0027,94,271,2023-07-01
P0013049,26,Promo Akhir Pekan,2,28500,0.1232,0.0702,63,477,2023-07-01
P0010447,26,Promo Akhir Pekan,2,24800,0.1332,0.0789,142,398,2023-07-01
P0018090,26,Promo Akhir Pekan,2,13200,0.1203,0.0812,50,315,2023-07-01
P0011628,26,Promo Akhir Pekan,2,8300,0.1727,0.0643,178,187,2023-07-01
P0021241,26,Promo Akhir Pekan,2,11600,0.142,0.021,23,342,2023-07-01
P0013584,26,Promo Akhir Pekan,2,2600,0.1328,0.0308,62,303,2023-07-01
P0015175,26,Promo Akhir Pekan,2,13000,0.1966,0.0135,158,207,2023-07-01
P0019606,26,Promo Akhir Pekan,2,42400,0.1166,0.1138,158,207,2023-07-01
P0017103,26,Promo Akhir Pekan,2,16700,0.1264,0.0326,33,332,2023-07-01
P0017359,26,Promo Akhir Pekan,2,11400,0.0599,0.1126,157,208,2023-07-01
P0011287,26,Promo Akhir Pekan,2,26400,0.0939,0.1431,147,218,2023-07-01
P0019915,26,Promo Akhir Pekan,2,3500,0.1166,0.0214,76,289,2023-07-01
P0010398,26,Promo Akhir Pekan,2,21400,0.1888,-0.0438,17,348,2023-07-01
P0014049,26,Promo Akhir Pekan,2,10200,0.0779,0.1081,162,203,2023-07-01
P0016660,26,Promo Akhir Pekan,2,38800,0.0585,0.1376,24,341,2023-07-01
P0017960,26,Promo Akhir Pekan,2,23900,0.085,0.1211,270,270,2023-07-01
P0014716,26,Promo Akhir Pekan,2,30500,0.0833,0.0871,134,406,2023-07-01
P0015839,26,Promo Akhir Pekan,2,19000,0.0952,0.1137,155,210,2023-07-01
P0013173,26,Promo Akhir Pekan,2,3300,0.1159,0.1294,117,248,2023-07-01
P0010610,26,Promo Akhir Pekan,2,12400,0.074,0.1657,166,199,2023-07-01
P0015812,26,Promo Akhir Pekan,2,30700,0.1718,-0.004,23,517,2023-07-01
P0010954,26,Promo Akhir Pekan,2,22300,0.1926,-0.04,18,347,2023-07-01
P0020194,26,Promo Akhir Pekan,2,2600,0.0837,0.1385,42,323,2023-07-01
P0012611,26,Promo Akhir Pekan,2,8300,0.1369,0.0429,152,213,2023-07-01
P0020709,26,Promo Akhir Pekan,2,32200,0.0785,0.1619,101,264,2023-07-01
P0018944,26,Promo Akhir Pekan,2,6000,0.074,0.1317,40,325,2023-07-01
P0014400,26,Promo Akhir Pekan,2,3000,0.1599,0.056,109,256,2023-07-01
P0014152,26,Promo Akhir Pekan,2,20700,0.1285,0.1098,2,8,2023-07-01
P0014589,26,Promo Akhir Pekan,2,24800,0.1094,0.0494,91,274,2023-07-01
P0017450,26,Promo Akhir Pekan,2,18700,0.112,0.0653,39,326,2023-07-01
P0015166,26,Promo Akhir Pekan,2,19400,0.1007,0.1069,66,299,2023-07-01
P0014812,26,Promo Akhir Pekan,2,31700,0.058,0.1631,172,368,2023-07-01
P0011266,26,Promo Akhir Pekan,2,5000,0.1342,0.0924,76,289,2023-07-01
P0013170,26,Promo Akhir Pekan,2,7000,0.1816,-0.0014,37,233,2023-07-01
P0018403,26,Promo Akhir Pekan,2,9800,0.1279,0.0693,40,325,2023-07-01
P0016190,26,Promo Akhir Pekan,2,12400,0.0772,0.151,87,278,2023-07-01
P0013008,26,Promo Akhir Pekan,2,6100,0.1321,0.001,83,187,2023-07-01
P0014269,26,Promo Akhir Pekan,2,11700,0.056,0.1262,68,297,2023-07-01
P0019378,26,Promo Akhir Pekan,2,55400,0.0909,0.1508,51,314,2023-07-01
P0012887,26,Promo Akhir Pekan,2,23300,0.1564,0.0424,45,320,2023-07-01
