id_produk,minggu,current_event,id_toko,harga_promosi,diskon,diskon_margin,hari_jual,kedaluwarsa,tanggal_transaksi
P0006805,79,,1,6000,0.0,0.1492,27,338,2024-07-01
P0000659,79,,1,20400,0.0,0.1905,142,223,2024-07-01
P0008650,79,,1,7700,0.3285,-0.1453,4,6,2024-07-01
P0001306,79,,1,6700,0.0,0.1409,62,303,2024-07-01
P0003003,79,,1,2900,0.0,0.2076,72,293,2024-07-01
P0004401,79,,1,2700,0.0,0.1733,89,276,2024-07-01
P0004844,79,,1,8400,0.0,0.2008,20,345,2024-07-01
P0002484,79,,1,26100,0.0,0.1448,21,344,2024-07-01
P0002497,79,,1,14500,0.0,0.182,53,312,2024-07-01
P0009027,79,,1,7900,0.4743,-0.5332,7,3,2024-07-01
P0003364,79,,1,6700,0.0,0.224,2,8,2024-07-01
P0004171,79,,1,14300,0.0,0.191,130,235,2024-07-01
P0004833,79,,1,5600,0.0,0.1766,112,253,2024-07-01
P0007446,79,,1,1300,0.0,0.1662,102,263,2024-07-01
P0005176,79,,1,20300,0.0,0.1564,81,459,2024-07-01
P0002678,79,,1,10800,0.4801,-0.5527,7,3,2024-07-01
P0000642,79,,1,13700,0.0,0.231,73,292,2024-07-01
P0008217,79,,1,18100,0.0,0.1485,16,524,2024-07-01
P0005901,79,,1,16000,0.0,0.1434,178,187,2024-07-01
P0006203,79,,1,7500,0.0,0.1836,79,286,2024-07-01
P0003613,79,,1,3700,0.0,0.157,168,197,2024-07-01
P0005407,79,,1,15800,0.0,0.2161,17,348,2024-07-01
P0005725,79,,1,40200,0.0,0.1885,114,426,2024-07-01
P0006189,79,,1,16200,0.0,0.1599,142,223,2024-07-01
P0005327,79,,1,9500,0.0,0.1941,167,198,2024-07-01
P0002573,79,,1,2100,0.0,0.1962,54,311,2024-07-01
P0001333,79,,1,8300,0.0,0.1708,62,303,2024-07-01
P0008371,79,,1,10100,0.0,0.2012,160,205,2024-07-01
P0006998,79,,1,16200,0.0,0.179,29,336,2024-07-01
P0004978,79,,1,10000,0.0,0.1694,69,296,2024-07-01
P0004419,79,,1,18900,0.0,0.2079,132,233,2024-07-01
P0000441,79,,1,19600,0.0,0.1474,40,325,2024-07-01
P0007863,79,,1,5300,0.0,0.2172,151,214,2024-07-01
P0002453,79,,1,12000,0.0,0.1376,139,226,2024-07-01
P0008999,79,,1,19900,0.0,0.1957,1,9,2024-07-01
P0007234,79,,1,40400,0.0,0.204,40,500,2024-07-01
P0003844,79,,1,14100,0.0,0.1609,123,242,2024-07-01
P0005048,79,,1,42100,0.0,0.174,50,315,2024-07-01
P0003246,79,,1,10300,0.0,0.1828,112,253,2024-07-01
P0005981,79,,1,23000,0.0,0.1525,27,338,2024-07-01
P0007946,79,,1,3200,0.0,0.2109,91,274,2024-07-01
P0004086,79,,1,7900,0.0,0.1553,163,202,2024-07-01
P0005987,79,,1,10800,0.0,0.1879,25,340,2024-07-01
P0003362,79,,1,5900,0.0,0.2097,78,287,2024-07-01
P0002789,79,,1,29400,0.0,0.2241,38,502,2024-07-01
P0007919,79,,1,6900,0.0,0.2014,154,211,2024-07-01
P0006273,79,,1,15000,0.0,0.1889,1,9,2024-07-01
P0001132,79,,1,13100,0.0,0.1908,147,218,2024-07-01
P0008218,79,,1,6000,0.0,0.2123,55,310,2024-07-01
P0000139,79,,1,23600,0.0,0.1597,45,495,2024-07-01
P0008592,79,,1,11300,0.0,0.1971,77,288,2024-07-01
P0002664,79,,1,4700,0.0,0.2113,81,284,2024-07-01
P0006245,79,,1,3700,0.0,0.1484,144,221,2024-07-01
P0000011,79,,1,9200,0.0,0.2159,51,314,2024-07-01
P0005659,79,,1,2600,0.0,0.2019,100,265,2024-07-01
P0003361,79,,1,49900,0.0,0.2073,57,483,2024-07-01
P0000099,79,,1,3500,0.0,0.1634,58,307,2024-07-01
P0002156,79,,1,9500,0.0,0.2102,151,214,2024-07-01
P0000060,79,,1,7800,0.0,0.1855,179,186,2024-07-01
P0005466,79,,1,6100,0.0,0.1918,172,193,2024-07-01
P0000075,79,,1,5200,0.0,0.1937,128,237,2024-07-01
P0005931,79,,1,15500,0.3654,-0.2781,4,6,2024-07-01
P0000653,79,,1,18500,0.0,0.1841,98,267,2024-07-01
P0009041,79,,1,31400,0.0,0.1602,15,525,2024-07-01
P0006068,79,,1,41100,0.0,0.1767,44,496,2024-07-01
P0005610,79,,1,41400,0.0,0.1483,161,379,2024-07-01
P0004938,79,,1,10400,0.0,0.1977,16,349,2024-07-01
P0007994,79,,1,11700,0.0,0.2084,145,220,2024-07-01
P0004112,79,,1,10000,0.0,0.2073,50,315,2024-07-01
P0005791,79,,1,14900,0.0,0.2025,1,9,2024-07-01
P0006625,79,,1,21100,0.0,0.1539,91,449,2024-07-01
P0004831,79,,1,3500,0.0,0.1269,28,337,2024-07-01
P0006736,79,,1,12300,0.0,0.1398,33,332,2024-07-01
P0002817,79,,1,11300,0.0,0.1302,15,350,2024-07-01
P0005260,79,,1,3700,0.0,0.1559,118,247,2024-07-01
P0003413,79,,1,3100,0.0,0.2142,138,227,2024-07-01
P0006597,79,,1,7400,0.0,0.1531,114,251,2024-07-01
P0004535,79,,1,13900,0.0,0.1983,108,257,2024-07-01
P0000466,79,,1,4600,0.0,0.188,59,306,2024-07-01
P0002249,79,,1,14100,0.3501,-0.2656,4,6,2024-07-01
P0008848,79,,1,9300,0.0,0.1522,92,273,2024-07-01
P0008871,79,,1,31900,0.0,0.1518,151,214,2024-07-01
P0005499,79,,1,6600,0.0,0.1727,128,237,2024-07-01
P0000474,79,,1,13000,0.0,0.2239,145,220,2024-07-01
P0008356,79,,1,18700,0.0,0.1941,20,520,2024-07-01
P0008584,79,,1,11600,0.0,0.2264,2,8,2024-07-01
P0017813,79,,2,25400,0.0,0.1931,77,288,2024-07-01
P0021175,79,,2,17300,0.0,0.1814,92,273,2024-07-01
P0020002,79,,2,6200,0.0,0.1465,100,265,2024-07-01
P0011833,79,,2,21000,0.0,0.1656,58,307,2024-07-01
P0017791,79,,2,31100,0.0,0.166,30,335,2024-07-01
P0016437,79,,2,5800,0.0,0.1816,38,327,2024-07-01
P0019042,79,,2,40700,0.0,0.1485,210,330,2024-07-01
P0011578,79,,2,22900,0.0,0.2282,162,108,2024-07-01
P0009970,79,,2,27500,0.0,0.2053,87,278,2024-07-01
P0009547,79,,2,21300,0.0,0.1892,90,275,2024-07-01
P0015118,79,,2,13700,0.383,-0.3492,6,4,2024-07-01
P0021268,79,,2,28100,0.0,0.2205,82,283,2024-07-01
P0021205,79,,2,4300,0.0,0.1777,83,282,2024-07-01
P0018325,79,,2,27400,0.0,0.1575,68,297,2024-07-01
P0020863,79,,2,67400,0.0,0.2061,141,224,2024-07-01
P0011407,79,,2,15500,0.0,0.1752,100,265,2024-07-01
P0020686,79,,2,14200,0.0,0.2207,27,338,2024-07-01
P0011297,79,,2,21700,0.0,0.2027,41,324,2024-07-01
P0009385,79,,2,6200,0.0,0.2121,164,201,2024-07-01
P0016776,79,,2,37600,0.0,0.1369,164,201,2024-07-01
P0010231,79,,2,5100,0.0,0.1341,160,205,2024-07-01
P0010426,79,,2,20000,0.0,0.2176,129,141,2024-07-01
P0010708,79,,2,2800,0.0,0.2068,146,219,2024-07-01
P0016610,79,,2,26200,0.0,0.1483,96,444,2024-07-01
P0021051,79,,2,13300,0.3975,-0.4344,3,7,2024-07-01
P0015687,79,,2,2500,0.0,0.1992,37,328,2024-07-01
P0010959,79,,2,59700,0.0,0.2227,44,321,2024-07-01
P0012856,79,,2,19800,0.0,0.2244,180,185,2024-07-01
P0018224,79,,2,11700,0.0,0.1974,151,214,2024-07-01
P0016547,79,,2,10000,0.0,0.2037,101,264,2024-07-01
P0018927,79,,2,24100,0.0,0.172,232,308,2024-07-01
P0020901,79,,2,7700,0.0,0.2004,28,337,2024-07-01
P0017930,79,,2,2600,0.0,0.1942,32,333,2024-07-01
P0013505,79,,2,5800,0.0,0.165,91,274,2024-07-01
P0021076,79,,2,14600,0.3901,-0.2751,3,7,2024-07-01
P0020066,79,,2,32400,0.0,0.2046,156,384,2024-07-01
P0014587,79,,2,11700,0.0,0.1676,167,198,2024-07-01
P0013923,79,,2,21800,0.0,0.1894,137,403,2024-07-01
P0010315,79,,2,6600,0.0,0.2161,178,187,2024-07-01
P0016983,79,,2,11500,0.0,0.1973,41,324,2024-07-01
P0021182,79,,2,14100,0.0,0.2108,147,123,2024-07-01
P0018591,79,,2,4200,0.0,0.18,58,307,2024-07-01
P0017227,79,,2,4300,0.0,0.2005,23,342,2024-07-01
P0011425,79,,2,16200,0.0,0.1796,96,174,2024-07-01
P0019401,79,,2,25000,0.0,0.1709,75,290,2024-07-01
P0014187,79,,2,15400,0.0,0.2155,103,262,2024-07-01
P0021144,79,,2,9600,0.0,0.1857,176,189,2024-07-01
P0020279,79,,2,5300,0.0,0.1898,111,254,2024-07-01
P0015578,79,,2,12300,0.0,0.2041,60,305,2024-07-01
P0011290,79,,2,5800,0.0,0.1269,103,262,2024-07-01
P0015156,79,,2,15600,0.0,0.1372,127,238,2024-07-01
P0010331,79,,2,33200,0.0,0.147,37,503,2024-07-01
P0017966,79,,2,25300,0.0,0.1715,178,187,2024-07-01
P0014425,79,,2,4200,0.0,0.1588,141,224,2024-07-01
P0010491,79,,2,9100,0.0,0.202,2,8,2024-07-01
P0015638,79,,2,14700,0.0,0.1948,75,195,2024-07-01
P0013285,79,,2,6300,0.0,0.18,63,207,2024-07-01
P0013504,79,,2,19600,0.0,0.1691,1,9,2024-07-01
P0013379,79,,2,7500,0.0,0.1519,135,230,2024-07-01
P0011887,79,,2,24400,0.0,0.2292,133,232,2024-07-01
P0011533,79,,2,4900,0.0,0.1294,122,243,2024-07-01
P0016950,79,,2,12700,0.3006,-0.1955,6,4,2024-07-01
P0011687,79,,2,6800,0.0,0.224,88,182,2024-07-01
P0009647,79,,2,29900,0.0,0.2042,24,341,2024-07-01
P0016622,79,,2,11800,0.0,0.1846,151,214,2024-07-01
P0012361,79,,2,42100,0.0,0.1766,112,253,2024-07-01
P0015965,79,,2,35100,0.0,0.1899,175,190,2024-07-01
P0011164,79,,2,13400,0.0,0.1518,40,325,2024-07-01
P0020048,79,,2,3500,0.0,0.184,59,306,2024-07-01
P0015601,79,,2,3200,0.0,0.1403,180,185,2024-07-01
P0009826,79,,2,40800,0.0,0.2232,56,484,2024-07-01
P0018996,79,,2,16300,0.0,0.1594,179,186,2024-07-01
P0009722,79,,2,6800,0.0,0.1371,38,327,2024-07-01
P0018377,79,,2,21900,0.0,0.2008,157,113,2024-07-01
P0013950,79,,2,1400,0.0,0.1471,20,345,2024-07-01
P0017001,79,,2,10200,0.0,0.2002,67,298,2024-07-01
P0014310,79,,2,40500,0.0,0.2225,156,209,2024-07-01
P0017708,79,,2,17800,0.0,0.1973,93,272,2024-07-01
P0013952,79,,2,7200,0.0,0.2164,61,304,2024-07-01
P0019279,79,,2,23500,0.0,0.183,113,252,2024-07-01
P0020548,79,,2,7800,0.0,0.1665,103,262,2024-07-01
P0017512,79,,2,30700,0.0,0.2039,62,478,2024-07-01
P0017387,79,,2,22000,0.0,0.1615,33,332,2024-07-01
P0014655,79,,2,6400,0.0,0.2308,97,268,2024-07-01
P0020442,79,,2,5200,0.0,0.1421,156,209,2024-07-01
P0014078,79,,2,70900,0.0,0.2138,154,211,2024-07-01
P0013308,79,,2,74800,0.0,0.222,142,223,2024-07-01
P0020105,79,,2,18100,0.0,0.1563,2,8,2024-07-01
P0021078,79,,2,41700,0.0,0.1974,152,388,2024-07-01
P0014723,79,,2,10600,0.0,0.2111,33,332,2024-07-01
P0019300,79,,2,10800,0.0,0.1741,52,313,2024-07-01
P0010498,79,,2,26400,0.0,0.2316,90,450,2024-07-01
P0013895,79,,2,40400,0.0,0.153,122,243,2024-07-01
P0013452,79,,2,19000,0.0,0.1416,99,266,2024-07-01
P0017967,79,,2,34100,0.0,0.151,41,324,2024-07-01
P0010709,79,,2,4500,0.0,0.1596,110,255,2024-07-01
P0015335,79,,2,5600,0.0,0.1668,69,296,2024-07-01
P0017740,79,,2,11500,0.0,0.1316,23,342,2024-07-01
P0017318,79,,2,29900,0.0,0.2134,32,333,2024-07-01
P0014363,79,,2,1300,0.0,0.1738,178,187,2024-07-01
P0011670,79,,2,5500,0.0,0.1795,41,324,2024-07-01
P0010376,79,,2,21900,0.0,0.179,48,317,2024-07-01
P0019108,79,,2,21700,0.0,0.2106,18,347,2024-07-01
P0017028,79,,2,21100,0.0,0.2273,172,193,2024-07-01
P0014585,79,,2,31400,0.0,0.167,251,289,2024-07-01
P0009903,79,,2,13000,0.0,0.2143,46,319,2024-07-01
P0016029,79,,2,22100,0.0,0.1988,159,206,2024-07-01
P0020146,79,,2,18500,0.0,0.1438,2,8,2024-07-01
P0013143,79,,2,30700,0.0,0.1767,55,310,2024-07-01
P0013104,79,,2,12800,0.0,0.2034,75,290,2024-07-01
P0021020,79,,2,30900,0.0,0.1504,74,291,2024-07-01
P0014178,79,,2,10300,0.0,0.1981,119,246,2024-07-01
P0015054,79,,2,3200,0.0,0.1578,46,319,2024-07-01
P0020582,79,,2,4400,0.3179,-0.24,4,6,2024-07-01
P0016777,79,,2,17300,0.0,0.1999,152,118,2024-07-01
P0021534,79,,2,18900,0.0,0.1816,17,253,2024-07-01
P0011410,79,,2,31700,0.0,0.168,151,214,2024-07-01
P0018661,79,,2,38500,0.0,0.2241,36,329,2024-07-01
P0020056,79,,2,29900,0.0,0.2274,33,332,2024-07-01
P0016472,79,,2,10800,0.0,0.1578,113,252,2024-07-01
P0021294,79,,2,37800,0.0,0.1874,116,424,2024-07-01
P0018858,79,,2,57200,0.0,0.1357,89,276,2024-07-01
P0012792,79,,2,18300,0.0,0.1873,125,240,2024-07-01
P0016876,79,,2,35500,0.0,0.2164,163,202,2024-07-01
P0011655,79,,2,25500,0.0,0.1745,153,212,2024-07-01
P0020323,79,,2,18400,0.0,0.2247,2,8,2024-07-01
P0019231,79,,2,9400,0.0,0.1988,176,189,2024-07-01
P0014113,79,,2,9400,0.0,0.2134,92,273,2024-07-01
P0009960,79,,2,37400,0.0,0.1893,293,247,2024-07-01
P0012120,79,,2,17800,0.0,0.217,55,310,2024-07-01
P0015515,79,,2,16900,0.0,0.1554,69,296,2024-07-01
P0019412,79,,2,67900,0.0,0.1828,58,307,2024-07-01
P0017685,79,,2,20100,0.0,0.1727,73,467,2024-07-01
P0012573,79,,2,4100,0.0,0.1688,98,267,2024-07-01
P0016337,79,,2,22600,0.0,0.1886,224,316,2024-07-01
P0019855,79,,2,11600,0.0,0.2088,106,259,2024-07-01
P0013447,79,,2,42400,0.0,0.19,82,283,2024-07-01
P0014551,79,,2,25400,0.0,0.1502,146,219,2024-07-01
P0010175,79,,2,24700,0.0,0.2273,76,289,2024-07-01
P0020280,79,,2,36600,0.0,0.1708,173,367,2024-07-01
P0012816,79,,2,28200,0.0,0.1504,63,302,2024-07-01
P0020650,79,,2,6400,0.0,0.1544,154,211,2024-07-01
P0009441,79,,2,37300,0.0,0.1789,204,336,2024-07-01
P0016258,79,,2,17900,0.0,0.1499,99,266,2024-07-01
P0017529,79,,2,3400,0.0,0.1794,42,323,2024-07-01
P0020383,79,,2,4100,0.0,0.1583,98,267,2024-07-01
P0016136,79,,2,3700,0.0,0.157,50,315,2024-07-01
P0014056,79,,2,33200,0.0,0.1745,287,253,2024-07-01
P0020533,79,,2,9900,0.0,0.2205,18,347,2024-07-01
P0018942,79,,2,25300,0.0,0.1424,108,432,2024-07-01
P0018798,79,,2,33700,0.0,0.2226,182,358,2024-07-01
P0016361,79,,2,3700,0.0,0.1751,139,226,2024-07-01
P0018801,79,,2,9900,0.0,0.1625,149,216,2024-07-01
P0021146,79,,2,20900,0.0,0.1652,91,179,2024-07-01
P0012998,79,,2,4500,0.0,0.2138,105,260,2024-07-01
P0016842,79,,2,4600,0.3573,-0.3348,7,3,2024-07-01
P0019185,79,,2,31600,0.0,0.1772,53,487,2024-07-01
P0020796,79,,2,9800,0.0,0.2181,172,98,2024-07-01
P0012031,79,,2,53400,0.0,0.2057,138,227,2024-07-01
P0018303,79,,2,17200,0.0,0.2227,1,9,2024-07-01
P0020572,79,,2,14200,0.0,0.1601,30,240,2024-07-01
P0023125,79,,3,10200,0.4513,-0.5087,3,7,2024-07-01
P0026850,79,,3,5400,0.0,0.1589,22,343,2024-07-01
P0021815,79,,3,2800,0.0,0.1989,168,197,2024-07-01
P0030914,79,,3,29600,0.0,0.2164,100,265,2024-07-01
P0023652,79,,3,28100,0.0,0.2157,118,247,2024-07-01
P0035440,79,,3,19100,0.0,0.2092,26,339,2024-07-01
P0024820,79,,3,33100,0.0,0.1477,162,378,2024-07-01
P0034923,79,,3,48700,0.0,0.2067,68,297,2024-07-01
P0034295,79,,3,29400,0.0,0.1321,175,365,2024-07-01
P0033096,79,,3,5500,0.0,0.1496,18,347,2024-07-01
P0023956,79,,3,56400,0.0,0.1387,93,272,2024-07-01
P0031188,79,,3,37700,0.0,0.1691,171,369,2024-07-01
P0023295,79,,3,14200,0.0,0.1458,78,192,2024-07-01
P0031018,79,,3,5000,0.0,0.2034,136,229,2024-07-01
P0025365,79,,3,29600,0.0,0.1826,45,320,2024-07-01
P0029360,79,,3,14600,0.0,0.1992,38,327,2024-07-01
P0028887,79,,3,12700,0.0,0.1536,76,289,2024-07-01
P0033622,79,,3,12500,0.0,0.146,79,286,2024-07-01
P0031722,79,,3,42100,0.0,0.2094,237,303,2024-07-01
P0033864,79,,3,14600,0.0,0.2253,95,270,2024-07-01
P0034179,79,,3,15700,0.0,0.1971,143,222,2024-07-01
P0021552,79,,3,11100,0.0,0.2312,93,272,2024-07-01
P0024787,79,,3,9400,0.0,0.1917,68,202,2024-07-01
P0030946,79,,3,21500,0.0,0.1863,53,312,2024-07-01
P0025155,79,,3,2000,0.0,0.138,107,258,2024-07-01
P0035306,79,,3,10400,0.4394,-0.4903,6,4,2024-07-01
P0026754,79,,3,32200,0.0,0.1768,172,193,2024-07-01
P0025129,79,,3,21600,0.0,0.1692,180,185,2024-07-01
P0033605,79,,3,21200,0.0,0.1671,176,364,2024-07-01
P0027667,79,,3,9500,0.3843,-0.3555,5,5,2024-07-01
P0034045,79,,3,3900,0.4503,-0.4118,6,4,2024-07-01
P0033429,79,,3,3800,0.0,0.1789,130,235,2024-07-01
P0034933,79,,3,36100,0.0,0.2107,102,263,2024-07-01
P0025311,79,,3,65300,0.0,0.1468,154,211,2024-07-01
P0034470,79,,3,12800,0.0,0.1407,136,229,2024-07-01
P0032029,79,,3,12400,0.0,0.1498,175,95,2024-07-01
P0027196,79,,3,17700,0.0,0.1938,277,263,2024-07-01
P0027641,79,,3,23900,0.0,0.1726,116,249,2024-07-01
P0033351,79,,3,63800,0.0,0.1592,177,188,2024-07-01
P0022728,79,,3,10800,0.0,0.1597,73,292,2024-07-01
P0028583,79,,3,1500,0.0,0.1313,132,233,2024-07-01
P0028318,79,,3,21700,0.0,0.1623,227,313,2024-07-01
P0026345,79,,3,6800,0.0,0.1469,94,271,2024-07-01
P0025623,79,,3,11200,0.0,0.1594,80,285,2024-07-01
P0021779,79,,3,5200,0.0,0.229,129,236,2024-07-01
P0030273,79,,3,21300,0.0,0.1695,154,211,2024-07-01
P0029395,79,,3,5000,0.0,0.1622,54,311,2024-07-01
P0030411,79,,3,5300,0.0,0.2102,121,244,2024-07-01
P0030172,79,,3,3800,0.0,0.2224,176,189,2024-07-01
P0031098,79,,3,46900,0.0,0.2006,32,508,2024-07-01
P0033331,79,,3,18600,0.0,0.2145,49,316,2024-07-01
P0027506,79,,3,14200,0.3908,-0.2704,4,6,2024-07-01
P0027703,79,,3,25300,0.0,0.2213,171,194,2024-07-01
P0028078,79,,3,41200,0.0,0.1638,26,514,2024-07-01
P0022262,79,,3,16400,0.0,0.1804,216,324,2024-07-01
P0022036,79,,3,18500,0.0,0.2058,114,251,2024-07-01
P0029285,79,,3,1300,0.0,0.1754,109,256,2024-07-01
P0026984,79,,3,24800,0.0,0.143,42,498,2024-07-01
P0025345,79,,3,9000,0.3598,-0.2011,6,4,2024-07-01
P0023996,79,,3,8800,0.0,0.1876,2,8,2024-07-01
P0023341,79,,3,37600,0.0,0.1873,123,242,2024-07-01
P0024452,79,,3,27400,0.0,0.1793,149,391,2024-07-01
P0035234,79,,3,19000,0.0,0.1519,74,466,2024-07-01
P0033982,79,,3,5100,0.4844,-0.5214,7,3,2024-07-01
P0023370,79,,3,4800,0.0,0.2104,155,210,2024-07-01
P0035610,79,,3,15000,0.0,0.2233,18,347,2024-07-01
P0035055,79,,3,41500,0.0,0.2158,151,214,2024-07-01
P0034548,79,,3,26700,0.0,0.1346,144,221,2024-07-01
P0026227,79,,3,26200,0.0,0.1818,174,191,2024-07-01
P0028064,79,,3,8500,0.0,0.1675,117,248,2024-07-01
P0029888,79,,3,10200,0.0,0.1631,53,312,2024-07-01
P0035459,79,,3,46700,0.0,0.1588,135,405,2024-07-01
P0023935,79,,3,17100,0.0,0.1527,68,297,2024-07-01
P0033046,79,,3,7300,0.0,0.1571,113,252,2024-07-01
P0034746,79,,3,30800,0.0,0.2124,48,317,2024-07-01
P0033391,79,,3,42200,0.0,0.1426,149,216,2024-07-01
P0035935,79,,3,7500,0.0,0.1433,68,297,2024-07-01
P0035949,79,,3,5000,0.0,0.1794,156,209,2024-07-01
P0026526,79,,3,42500,0.0,0.2042,52,488,2024-07-01
P0029891,79,,3,37500,0.0,0.1752,170,370,2024-07-01
P0022665,79,,3,11000,0.4265,-0.379,3,7,2024-07-01
P0032718,79,,3,5000,0.0,0.2296,82,283,2024-07-01
P0035905,79,,3,4700,0.0,0.2091,38,327,2024-07-01
P0022399,79,,3,24200,0.0,0.2148,68,297,2024-07-01
P0029164,79,,3,6700,0.0,0.223,62,303,2024-07-01
P0028912,79,,3,4500,0.0,0.2089,77,288,2024-07-01
P0034301,79,,3,4100,0.0,0.2241,64,301,2024-07-01
P0035533,79,,3,10100,0.0,0.2086,167,198,2024-07-01
P0025919,79,,3,19100,0.0,0.2138,1,9,2024-07-01
P0031114,79,,3,42600,0.0,0.2095,129,411,2024-07-01
P0023898,79,,3,25100,0.0,0.177,27,338,2024-07-01
P0023876,79,,3,6300,0.0,0.167,101,264,2024-07-01
P0029242,79,,3,55000,0.0,0.2285,133,232,2024-07-01
P0028911,79,,3,22200,0.0,0.2167,147,218,2024-07-01
P0026985,79,,3,11300,0.0,0.2215,158,207,2024-07-01
P0027602,79,,3,3300,0.0,0.1982,43,322,2024-07-01
P0034500,79,,3,13900,0.0,0.1714,201,339,2024-07-01
P0034988,79,,3,12700,0.4591,-0.5175,7,3,2024-07-01
P0022620,79,,3,18800,0.0,0.228,70,295,2024-07-01
P0029175,79,,3,22200,0.0,0.2146,157,208,2024-07-01
P0022435,79,,3,29500,0.0,0.2112,129,236,2024-07-01
P0024302,79,,3,18300,0.0,0.2033,153,212,2024-07-01
P0022681,79,,3,35300,0.0,0.1935,180,185,2024-07-01
P0026915,79,,3,10200,0.0,0.1472,62,303,2024-07-01
P0031849,79,,3,8400,0.0,0.1631,70,295,2024-07-01
P0030800,79,,3,43100,0.0,0.1467,172,368,2024-07-01
P0025037,79,,3,35600,0.0,0.226,166,374,2024-07-01
P0030898,79,,3,23300,0.0,0.2215,141,224,2024-07-01
P0034296,79,,3,21000,0.0,0.1906,62,478,2024-07-01
P0032641,79,,3,19500,0.0,0.211,106,164,2024-07-01
P0024635,79,,3,23300,0.0,0.1617,137,228,2024-07-01
P0031210,79,,3,11400,0.4261,-0.4335,6,4,2024-07-01
P0034240,79,,3,19000,0.0,0.1572,24,516,2024-07-01
P0031925,79,,3,17600,0.0,0.1947,40,230,2024-07-01
