id_produk,minggu,current_event,id_toko,harga_promosi,diskon,diskon_margin,hari_jual,kedaluwarsa,tanggal_transaksi
P0007478,66,Ramadan,1,2200,0.0,0.1786,24,341,2024-04-01
P0002327,66,Ramadan,1,13700,0.0,0.1946,102,263,2024-04-01
P0007413,66,Ramadan,1,32300,0.1307,0.0855,85,280,2024-04-01
P0000543,66,Ramadan,1,29700,0.2025,-0.0772,28,337,2024-04-01
P0003052,66,Ramadan,1,4300,0.0,0.1612,138,227,2024-04-01
P0001856,66,Ramadan,1,8700,0.0,0.1475,64,301,2024-04-01
P0008776,66,Ramadan,1,5600,0.0,0.1793,15,350,2024-04-01
P0001055,66,Ramadan,1,24800,0.2096,-0.0468,46,319,2024-04-01
P0006887,66,Ramadan,1,2900,0.0,0.1369,30,335,2024-04-01
P0005874,66,Ramadan,1,7500,0.0,0.1529,61,304,2024-04-01
P0001758,66,Ramadan,1,2500,0.0,0.158,148,217,2024-04-01
P0008587,66,Ramadan,1,2900,0.0,0.1603,138,227,2024-04-01
P0007672,66,Ramadan,1,26400,0.2005,-0.0523,71,294,2024-04-01
P0006053,66,Ramadan,1,45400,0.0,0.1344,146,394,2024-04-01
P0004462,66,Ramadan,1,24300,0.1212,0.09,112,253,2024-04-01
P0009093,66,Ramadan,1,19400,0.2224,-0.0641,48,317,2024-04-01
P0006489,66,Ramadan,1,4200,0.4027,-0.3193,5,5,2024-04-01
P0001969,66,Ramadan,1,16100,0.1784,0.0602,110,255,2024-04-01
P0000951,66,Ramadan,1,13700,0.0,0.1931,67,298,2024-04-01
P0009082,66,Ramadan,1,12800,0.0,0.1984,75,290,2024-04-01
P0005856,66,Ramadan,1,13600,0.2367,-0.0248,124,241,2024-04-01
P0008972,66,Ramadan,1,17200,0.0,0.1846,32,333,2024-04-01
P0004614,66,Ramadan,1,3800,0.0,0.1442,37,328,2024-04-01
P0001494,66,Ramadan,1,3600,0.0,0.1739,49,316,2024-04-01
P0001951,66,Ramadan,1,25400,0.1375,-0.0002,164,201,2024-04-01
P0002342,66,Ramadan,1,8500,0.0,0.1675,173,192,2024-04-01
P0008631,66,Ramadan,1,10100,0.3972,-0.3946,6,4,2024-04-01
P0006804,66,Ramadan,1,12000,0.4731,-0.4961,3,7,2024-04-01
P0000670,66,Ramadan,1,3800,0.0,0.2224,100,265,2024-04-01
P0002577,66,Ramadan,1,6000,0.0,0.1618,63,302,2024-04-01
P0003531,66,Ramadan,1,6300,0.0,0.2325,100,265,2024-04-01
P0008280,66,Ramadan,1,7200,0.0,0.2233,68,297,2024-04-01
P0005449,66,Ramadan,1,6800,0.0,0.1918,41,324,2024-04-01
P0002984,66,Ramadan,1,18400,0.2092,0.0233,82,283,2024-04-01
P0003401,66,Ramadan,1,5100,0.0,0.2308,103,262,2024-04-01
P0003038,66,Ramadan,1,16000,0.0,0.19,69,296,2024-04-01
P0002837,66,Ramadan,1,19800,0.1838,0.0354,68,297,2024-04-01
P0000023,66,Ramadan,1,2600,0.0,0.2069,98,267,2024-04-01
P0005393,66,Ramadan,1,4600,0.0,0.205,139,226,2024-04-01
P0003380,66,Ramadan,1,31500,0.1832,0.0327,16,349,2024-04-01
P0006981,66,Ramadan,1,23600,0.1245,0.0727,75,290,2024-04-01
P0007683,66,Ramadan,1,4100,0.0,0.2156,85,280,2024-04-01
P0007233,66,Ramadan,1,29000,0.128,0.0892,17,348,2024-04-01
P0003054,66,Ramadan,1,3400,0.0,0.2194,23,342,2024-04-01
P0006170,66,Ramadan,1,3900,0.0,0.1536,67,298,2024-04-01
P0002623,66,Ramadan,1,5600,0.0,0.1838,153,212,2024-04-01
P0007967,66,Ramadan,1,9200,0.0,0.1623,177,188,2024-04-01
P0004995,66,Ramadan,1,38200,0.0,0.2137,169,371,2024-04-01
P0007845,66,Ramadan,1,21900,0.1938,-0.0347,111,254,2024-04-01
P0001296,66,Ramadan,1,10500,0.0,0.1574,23,342,2024-04-01
P0004835,66,Ramadan,1,3000,0.0,0.1383,42,323,2024-04-01
P0002194,66,Ramadan,1,26100,0.1359,0.0004,28,337,2024-04-01
P0008972,66,Ramadan,1,17200,0.0,0.1846,171,194,2024-04-01
P0003997,66,Ramadan,1,28600,0.1435,0.0779,138,227,2024-04-01
P0002840,66,Ramadan,1,9600,0.0,0.1544,49,316,2024-04-01
P0003049,66,Ramadan,1,7400,0.0,0.1762,77,288,2024-04-01
P0000703,66,Ramadan,1,22800,0.1479,0.0254,39,326,2024-04-01
P0005270,66,Ramadan,1,9700,0.1229,0.1106,151,214,2024-04-01
P0008542,66,Ramadan,1,5000,0.0,0.1622,52,313,2024-04-01
P0001997,66,Ramadan,1,11500,0.2079,-0.0353,83,282,2024-04-01
P0008318,66,Ramadan,1,3200,0.0,0.2203,80,285,2024-04-01
P0001536,66,Ramadan,1,17500,0.0,0.1659,27,338,2024-04-01
P0005120,66,Ramadan,1,24300,0.114,0.05,114,251,2024-04-01
P0004065,66,Ramadan,1,17300,0.0,0.1645,33,332,2024-04-01
P0003994,66,Ramadan,1,11900,0.0,0.1946,16,349,2024-04-01
P0008881,66,Ramadan,1,22000,0.0,0.1905,1,9,2024-04-01
P0007105,66,Ramadan,1,6200,0.0,0.2329,150,215,2024-04-01
P0004524,66,Ramadan,1,9900,0.4123,-0.3175,7,3,2024-04-01
P0005315,66,Ramadan,1,4700,0.0,0.1591,68,297,2024-04-01
P0003958,66,Ramadan,1,8800,0.0,0.1684,1,9,2024-04-01
P0000590,66,Ramadan,1,28300,0.0,0.2097,45,495,2024-04-01
P0006201,66,Ramadan,1,20700,0.1156,0.0197,180,185,2024-04-01
P0002290,66,Ramadan,1,4700,0.0,0.2053,113,252,2024-04-01
P0001779,66,Ramadan,1,11300,0.0,0.2023,174,191,2024-04-01
P0003231,66,Ramadan,1,5200,0.0,0.131,108,257,2024-04-01
P0006271,66,Ramadan,1,15200,0.1548,0.0683,67,298,2024-04-01
P0007500,66,Ramadan,1,26600,0.1379,0.0098,162,203,2024-04-01
P0005663,66,Ramadan,1,5000,0.0,0.1384,180,185,2024-04-01
P0007876,66,Ramadan,1,7000,0.4183,-0.4104,3,7,2024-04-01
P0009127,66,Ramadan,1,4100,0.0,0.1702,112,253,2024-04-01
P0002670,66,Ramadan,1,26000,0.2231,-0.0795,137,228,2024-04-01
P0008243,66,Ramadan,1,4000,0.0,0.1452,137,228,2024-04-01
P0003010,66,Ramadan,1,22800,0.0,0.1776,85,280,2024-04-01
P0008046,66,Ramadan,1,44000,0.0,0.1338,108,432,2024-04-01
P0006038,66,Ramadan,1,17200,0.2174,-0.0343,105,260,2024-04-01
P0005131,66,Ramadan,1,14600,0.1899,-0.0393,168,197,2024-04-01
P0000558,66,Ramadan,1,9300,0.0,0.1387,28,337,2024-04-01
P0007341,66,Ramadan,1,7700,0.0,0.1906,47,318,2024-04-01
P0000298,66,Ramadan,1,31600,0.1851,0.0304,40,325,2024-04-01
P0004796,66,Ramadan,1,31200,0.2109,-0.0528,74,291,2024-04-01
P0004439,66,Ramadan,1,13300,0.2203,-0.0211,154,211,2024-04-01
P0005701,66,Ramadan,1,6900,0.0,0.163,119,246,2024-04-01
P0006057,66,Ramadan,1,41600,0.0,0.1985,33,507,2024-04-01
P0005067,66,Ramadan,1,21300,0.0,0.2005,128,237,2024-04-01
P0001182,66,Ramadan,1,6000,0.0,0.179,148,217,2024-04-01
P0007334,66,Ramadan,1,11600,0.0,0.1428,126,239,2024-04-01
P0001768,66,Ramadan,1,13400,0.3158,-0.1388,6,4,2024-04-01
P0007107,66,Ramadan,1,17600,0.0,0.1782,94,271,2024-04-01
P0002256,66,Ramadan,1,13600,0.0,0.1638,40,325,2024-04-01
P0009220,66,Ramadan,1,17100,0.1901,-0.0126,177,188,2024-04-01
P0004315,66,Ramadan,1,9700,0.0,0.1436,96,269,2024-04-01
P0004372,66,Ramadan,1,13400,0.0,0.1853,22,343,2024-04-01
P0004892,66,Ramadan,1,27700,0.1422,0.0058,162,203,2024-04-01
P0002939,66,Ramadan,1,5500,0.0,0.1684,176,189,2024-04-01
P0008387,66,Ramadan,1,4700,0.0,0.2006,56,309,2024-04-01
P0001748,66,Ramadan,1,15800,0.2076,0.0068,31,334,2024-04-01
P0007547,66,Ramadan,1,4400,0.0,0.1511,36,329,2024-04-01
P0000685,66,Ramadan,1,32900,0.1068,0.0685,156,209,2024-04-01
P0005937,66,Ramadan,1,34400,0.1047,0.0644,167,198,2024-04-01
P0001171,66,Ramadan,1,2900,0.0,0.1862,146,219,2024-04-01
P0001375,66,Ramadan,1,26800,0.1867,-0.039,19,346,2024-04-01
P0001167,66,Ramadan,1,7200,0.0,0.1808,158,207,2024-04-01
P0002179,66,Ramadan,1,11500,0.1384,-0.0064,54,311,2024-04-01
P0004903,66,Ramadan,1,7700,0.4056,-0.3253,6,4,2024-04-01
P0000586,66,Ramadan,1,29200,0.0,0.1479,61,479,2024-04-01
P0004076,66,Ramadan,1,18800,0.2088,-0.0496,87,278,2024-04-01
P0007075,66,Ramadan,1,4300,0.0,0.1381,74,291,2024-04-01
P0004443,66,Ramadan,1,13300,0.0,0.1548,174,191,2024-04-01
P0002745,66,Ramadan,1,26900,0.1135,0.0707,66,299,2024-04-01
P0007135,66,Ramadan,1,12400,0.2362,-0.0786,170,195,2024-04-01
P0005288,66,Ramadan,1,3400,0.0,0.205,44,321,2024-04-01
P0001181,66,Ramadan,1,24100,0.0,0.2017,45,320,2024-04-01
P0004557,66,Ramadan,1,15700,0.2245,-0.072,88,277,2024-04-01
P0006519,66,Ramadan,1,21200,0.1249,0.1037,47,318,2024-04-01
P0007594,66,Ramadan,1,32300,0.0,0.1496,137,403,2024-04-01
P0003610,66,Ramadan,1,7000,0.0,0.1393,31,334,2024-04-01
P0004976,66,Ramadan,1,16500,0.0,0.1825,22,343,2024-04-01
P0006592,66,Ramadan,1,2200,0.0,0.1673,177,188,2024-04-01
P0005663,66,Ramadan,1,5000,0.0,0.1384,60,305,2024-04-01
P0008510,66,Ramadan,1,8700,0.0,0.2116,92,273,2024-04-01
P0007944,66,Ramadan,1,33200,0.0,0.2201,81,459,2024-04-01
P0001868,66,Ramadan,1,7900,0.0,0.1554,70,295,2024-04-01
P0006271,66,Ramadan,1,15200,0.1548,0.0683,115,250,2024-04-01
P0003432,66,Ramadan,1,2400,0.0,0.2017,74,291,2024-04-01
P0004202,66,Ramadan,1,23700,0.2365,-0.064,156,209,2024-04-01
P0008595,66,Ramadan,1,10900,0.0,0.1372,30,335,2024-04-01
P0004969,66,Ramadan,1,19300,0.0,0.1964,138,227,2024-04-01
P0006184,66,Ramadan,1,32700,0.1518,-0.0135,60,305,2024-04-01
P0008653,66,Ramadan,1,12000,0.0,0.1352,54,311,2024-04-01
P0007400,66,Ramadan,1,7300,0.0,0.1377,153,212,2024-04-01
P0009051,66,Ramadan,1,17500,0.0,0.1671,63,302,2024-04-01
P0000644,66,Ramadan,1,8000,0.0,0.1368,1,9,2024-04-01
P0008174,66,Ramadan,1,5800,0.0,0.1536,30,335,2024-04-01
P0008682,66,Ramadan,1,11300,0.0,0.1996,89,276,2024-04-01
P0006076,66,Ramadan,1,16000,0.0,0.1401,2,8,2024-04-01
P0005631,66,Ramadan,1,32200,0.1742,0.0543,108,257,2024-04-01
P0000567,66,Ramadan,1,25400,0.235,-0.1356,178,187,2024-04-01
P0000464,66,Ramadan,1,31200,0.1557,0.0911,71,294,2024-04-01
P0006924,66,Ramadan,1,19800,0.1095,0.1343,26,339,2024-04-01
P0014468,66,Ramadan,2,12000,0.0,0.1953,67,298,2024-04-01
P0009649,66,Ramadan,2,16400,0.1781,-0.0223,130,235,2024-04-01
P0014139,66,Ramadan,2,23200,0.0,0.1638,273,267,2024-04-01
P0010392,66,Ramadan,2,25400,0.1124,0.0687,92,273,2024-04-01
P0011100,66,Ramadan,2,24600,0.0,0.195,127,238,2024-04-01
P0012993,66,Ramadan,2,8200,0.0,0.2009,71,294,2024-04-01
P0014906,66,Ramadan,2,20200,0.1463,-0.0108,71,294,2024-04-01
P0017901,66,Ramadan,2,7200,0.0,0.2156,30,240,2024-04-01
P0012807,66,Ramadan,2,72400,0.0,0.2139,57,308,2024-04-01
P0010451,66,Ramadan,2,5100,0.0,0.1935,159,206,2024-04-01
P0017496,66,Ramadan,2,12200,0.0,0.2135,96,269,2024-04-01
P0013351,66,Ramadan,2,33200,0.1268,0.1146,159,206,2024-04-01
P0010241,66,Ramadan,2,30000,0.0,0.2052,71,294,2024-04-01
P0018653,66,Ramadan,2,3800,0.0,0.2097,21,344,2024-04-01
P0009737,66,Ramadan,2,28900,0.1264,0.0968,143,222,2024-04-01
P0016922,66,Ramadan,2,30100,0.1972,-0.0553,122,243,2024-04-01
P0013606,66,Ramadan,2,4800,0.0,0.1927,36,329,2024-04-01
P0019995,66,Ramadan,2,13800,0.1727,0.0372,30,335,2024-04-01
P0017367,66,Ramadan,2,20500,0.1608,0.0364,72,293,2024-04-01
P0018618,66,Ramadan,2,30500,0.1344,0.0413,166,199,2024-04-01
P0012709,66,Ramadan,2,19100,0.1883,0.0498,176,189,2024-04-01
P0021401,66,Ramadan,2,15000,0.0,0.2233,74,291,2024-04-01
P0019784,66,Ramadan,2,40100,0.0,0.1424,139,226,2024-04-01
P0019874,66,Ramadan,2,13000,0.0,0.2242,174,191,2024-04-01
P0015518,66,Ramadan,2,12500,0.4098,-0.4348,3,7,2024-04-01
P0021393,66,Ramadan,2,4400,0.0,0.2148,108,257,2024-04-01
P0012401,66,Ramadan,2,27700,0.1483,0.0525,148,217,2024-04-01
P0019594,66,Ramadan,2,11200,0.4662,-0.4703,4,6,2024-04-01
P0011141,66,Ramadan,2,23300,0.1033,0.1296,20,345,2024-04-01
P0013126,66,Ramadan,2,24100,0.2161,-0.072,85,280,2024-04-01
P0020889,66,Ramadan,2,32800,0.0,0.1316,119,421,2024-04-01
P0011084,66,Ramadan,2,28500,0.2143,-0.026,69,296,2024-04-01
P0010516,66,Ramadan,2,4100,0.0,0.1805,54,311,2024-04-01
P0009991,66,Ramadan,2,2700,0.0,0.1515,144,221,2024-04-01
P0014244,66,Ramadan,2,21400,0.1915,-0.0261,70,295,2024-04-01
P0012189,66,Ramadan,2,8500,0.0,0.1669,90,275,2024-04-01
P0014018,66,Ramadan,2,12600,0.0,0.1731,77,288,2024-04-01
P0014707,66,Ramadan,2,5500,0.0,0.2144,135,230,2024-04-01
P0009305,66,Ramadan,2,4900,0.0,0.1563,152,213,2024-04-01
P0014589,66,Ramadan,2,21500,0.2254,-0.0965,46,319,2024-04-01
P0015894,66,Ramadan,2,3900,0.0,0.1708,81,284,2024-04-01
P0011844,66,Ramadan,2,14200,0.1754,0.0023,156,209,2024-04-01
P0017542,66,Ramadan,2,3800,0.0,0.1434,99,266,2024-04-01
P0016422,66,Ramadan,2,12900,0.1159,0.0523,87,278,2024-04-01
P0010764,66,Ramadan,2,22500,0.0,0.1568,287,253,2024-04-01
P0020923,66,Ramadan,2,12000,0.2076,-0.0293,29,336,2024-04-01
P0010681,66,Ramadan,2,19000,0.1857,0.0081,16,349,2024-04-01
P0017791,66,Ramadan,2,25400,0.1819,-0.0212,151,214,2024-04-01
P0019067,66,Ramadan,2,44500,0.0,0.1862,82,458,2024-04-01
P0013440,66,Ramadan,2,10000,0.1015,0.1466,62,303,2024-04-01
P0018857,66,Ramadan,2,10900,0.0,0.179,178,187,2024-04-01
P0021409,66,Ramadan,2,11600,0.0,0.2108,117,248,2024-04-01
P0011816,66,Ramadan,2,17900,0.0,0.1569,88,452,2024-04-01
P0017162,66,Ramadan,2,8100,0.2173,-0.0444,88,277,2024-04-01
P0011050,66,Ramadan,2,11500,0.0,0.2167,34,331,2024-04-01
P0018952,66,Ramadan,2,55700,0.0,0.2148,76,289,2024-04-01
P0016175,66,Ramadan,2,34000,0.0,0.155,57,483,2024-04-01
P0013502,66,Ramadan,2,26600,0.0,0.2197,117,248,2024-04-01
P0018794,66,Ramadan,2,24000,0.1442,0.0812,164,201,2024-04-01
P0019198,66,Ramadan,2,4500,0.0,0.2147,54,311,2024-04-01
P0020788,66,Ramadan,2,24500,0.167,-0.0369,170,195,2024-04-01
P0021270,66,Ramadan,2,5600,0.0,0.1611,147,218,2024-04-01
P0019044,66,Ramadan,2,25800,0.1312,0.0648,56,309,2024-04-01
P0016922,66,Ramadan,2,32500,0.1336,0.0226,157,208,2024-04-01
P0012845,66,Ramadan,2,18900,0.1718,-0.0368,121,244,2024-04-01
P0016648,66,Ramadan,2,7400,0.0,0.2099,104,261,2024-04-01
P0013095,66,Ramadan,2,7400,0.0,0.2268,110,255,2024-04-01
P0010729,66,Ramadan,2,35600,0.1769,0.0401,43,322,2024-04-01
P0016555,66,Ramadan,2,1300,0.0,0.1754,84,281,2024-04-01
P0014370,66,Ramadan,2,21200,0.2098,-0.071,59,306,2024-04-01
P0016224,66,Ramadan,2,9900,0.0,0.1946,1,9,2024-04-01
P0020025,66,Ramadan,2,24800,0.1453,0.0808,102,263,2024-04-01
P0020590,66,Ramadan,2,21400,0.1425,0.0105,72,293,2024-04-01
P0016476,66,Ramadan,2,50500,0.0,0.1812,29,336,2024-04-01
P0016103,66,Ramadan,2,7200,0.0,0.2003,86,279,2024-04-01
P0018825,66,Ramadan,2,8700,0.2137,-0.0677,34,331,2024-04-01
P0021002,66,Ramadan,2,5000,0.0,0.2128,81,284,2024-04-01
P0009390,66,Ramadan,2,18800,0.101,0.0746,50,315,2024-04-01
P0011396,66,Ramadan,2,16300,0.2283,-0.052,28,337,2024-04-01
P0009633,66,Ramadan,2,54400,0.0,0.1959,58,307,2024-04-01
P0016830,66,Ramadan,2,23700,0.187,-0.0557,156,209,2024-04-01
P0010730,66,Ramadan,2,31800,0.1841,0.0424,158,207,2024-04-01
P0019558,66,Ramadan,2,9000,0.2208,-0.033,151,214,2024-04-01
P0011488,66,Ramadan,2,6900,0.0,0.1819,139,226,2024-04-01
P0010071,66,Ramadan,2,21800,0.1831,0.0438,96,269,2024-04-01
P0020032,66,Ramadan,2,5800,0.0,0.1607,160,205,2024-04-01
P0016490,66,Ramadan,2,26900,0.1668,0.0596,45,320,2024-04-01
P0009715,66,Ramadan,2,20400,0.1601,0.0386,15,350,2024-04-01
P0009692,66,Ramadan,2,4800,0.0,0.1683,126,239,2024-04-01
P0016434,66,Ramadan,2,9900,0.0,0.1609,25,340,2024-04-01
P0010314,66,Ramadan,2,23600,0.1341,0.0892,131,234,2024-04-01
P0019698,66,Ramadan,2,20000,0.2472,-0.0478,131,234,2024-04-01
P0010438,66,Ramadan,2,5800,0.0,0.2066,139,226,2024-04-01
P0009945,66,Ramadan,2,9800,0.0,0.166,118,247,2024-04-01
P0009602,66,Ramadan,2,26100,0.1522,0.0263,40,325,2024-04-01
P0014153,66,Ramadan,2,19500,0.1654,0.0134,168,197,2024-04-01
P0013990,66,Ramadan,2,24800,0.2372,-0.0329,68,297,2024-04-01
P0019719,66,Ramadan,2,67100,0.0,0.1447,19,346,2024-04-01
P0010384,66,Ramadan,2,20300,0.1301,0.1134,105,260,2024-04-01
P0020294,66,Ramadan,2,20800,0.1388,0.0864,74,291,2024-04-01
P0016815,66,Ramadan,2,30700,0.0,0.2116,16,349,2024-04-01
P0011884,66,Ramadan,2,16700,0.1417,0.0554,41,324,2024-04-01
P0011314,66,Ramadan,2,25800,0.1959,0.0438,130,235,2024-04-01
P0019233,66,Ramadan,2,17200,0.0,0.1388,39,326,2024-04-01
P0019368,66,Ramadan,2,26300,0.1103,0.0698,40,325,2024-04-01
P0009428,66,Ramadan,2,5100,0.0,0.158,140,225,2024-04-01
P0010594,66,Ramadan,2,57600,0.0,0.2024,35,330,2024-04-01
P0016311,66,Ramadan,2,12400,0.0,0.1599,110,255,2024-04-01
P0014835,66,Ramadan,2,4100,0.0,0.209,70,295,2024-04-01
P0021011,66,Ramadan,2,45000,0.0,0.2284,186,354,2024-04-01
P0010983,66,Ramadan,2,5000,0.0,0.1384,122,243,2024-04-01
P0020017,66,Ramadan,2,29800,0.1609,0.0453,47,318,2024-04-01
P0015783,66,Ramadan,2,10600,0.0,0.1505,135,230,2024-04-01
P0020239,66,Ramadan,2,29300,0.108,0.0409,139,226,2024-04-01
P0017514,66,Ramadan,2,3200,0.0,0.1806,157,208,2024-04-01
P0010897,66,Ramadan,2,1300,0.0,0.2215,116,249,2024-04-01
P0020607,66,Ramadan,2,37300,0.0,0.186,101,439,2024-04-01
P0017207,66,Ramadan,2,6200,0.0,0.1453,38,327,2024-04-01
P0019044,66,Ramadan,2,22900,0.2274,-0.0536,172,193,2024-04-01
P0014629,66,Ramadan,2,32300,0.1946,-0.0525,37,328,2024-04-01
P0011535,66,Ramadan,2,17400,0.2341,-0.1301,17,348,2024-04-01
P0018784,66,Ramadan,2,16400,0.0,0.1695,116,249,2024-04-01
P0012326,66,Ramadan,2,14500,0.0,0.2141,49,221,2024-04-01
P0017948,66,Ramadan,2,25500,0.0,0.2151,77,288,2024-04-01
P0011818,66,Ramadan,2,9900,0.0,0.1653,2,8,2024-04-01
P0018378,66,Ramadan,2,5600,0.0,0.135,172,193,2024-04-01
P0012086,66,Ramadan,2,5600,0.0,0.1304,39,326,2024-04-01
P0011202,66,Ramadan,2,50500,0.0,0.2203,18,522,2024-04-01
P0014001,66,Ramadan,2,4100,0.0,0.1383,92,273,2024-04-01
P0019446,66,Ramadan,2,30500,0.1373,-0.0057,101,264,2024-04-01
P0019449,66,Ramadan,2,15600,0.2159,-0.0059,105,260,2024-04-01
P0017562,66,Ramadan,2,37700,0.0,0.1529,216,324,2024-04-01
P0020168,66,Ramadan,2,10500,0.2077,0.0016,52,313,2024-04-01
P0012370,66,Ramadan,2,19600,0.1996,0.0184,77,288,2024-04-01
P0017158,66,Ramadan,2,29800,0.0,0.2058,158,207,2024-04-01
P0016961,66,Ramadan,2,28300,0.1854,0.0071,36,329,2024-04-01
P0009396,66,Ramadan,2,26900,0.0,0.1969,138,402,2024-04-01
P0012906,66,Ramadan,2,61600,0.0,0.2027,88,277,2024-04-01
P0018715,66,Ramadan,2,1600,0.0,0.2225,148,217,2024-04-01
P0012532,66,Ramadan,2,2800,0.0,0.1579,49,316,2024-04-01
P0015067,66,Ramadan,2,27800,0.2112,-0.0033,176,189,2024-04-01
P0012200,66,Ramadan,2,22100,0.1986,-0.0118,145,220,2024-04-01
P0017794,66,Ramadan,2,17100,0.0,0.1722,18,347,2024-04-01
P0014175,66,Ramadan,2,21900,0.0,0.1851,195,345,2024-04-01
P0015208,66,Ramadan,2,12700,0.0,0.1757,92,273,2024-04-01
P0017071,66,Ramadan,2,21200,0.0,0.2017,108,162,2024-04-01
P0014232,66,Ramadan,2,19200,0.2007,0.0053,37,328,2024-04-01
P0015880,66,Ramadan,2,4100,0.0,0.2205,86,279,2024-04-01
P0018925,66,Ramadan,2,16600,0.1116,0.0334,99,266,2024-04-01
P0009673,66,Ramadan,2,45200,0.0,0.181,164,201,2024-04-01
P0011015,66,Ramadan,2,4000,0.0,0.2023,16,349,2024-04-01
P0010565,66,Ramadan,2,4200,0.0,0.1876,133,232,2024-04-01
P0010721,66,Ramadan,2,27200,0.1349,0.0186,86,279,2024-04-01
P0015437,66,Ramadan,2,4200,0.0,0.1957,92,273,2024-04-01
P0014433,66,Ramadan,2,9500,0.4216,-0.4627,7,3,2024-04-01
P0013330,66,Ramadan,2,8200,0.0,0.2183,177,188,2024-04-01
P0015920,66,Ramadan,2,4100,0.0,0.182,142,223,2024-04-01
P0019809,66,Ramadan,2,7600,0.0,0.1997,180,185,2024-04-01
P0020834,66,Ramadan,2,19400,0.2165,-0.0081,165,200,2024-04-01
P0009863,66,Ramadan,2,73000,0.0,0.212,88,277,2024-04-01
P0014558,66,Ramadan,2,17100,0.1506,-0.0191,41,324,2024-04-01
P0018559,66,Ramadan,2,28900,0.1346,0.0874,62,303,2024-04-01
P0017925,66,Ramadan,2,13500,0.1634,-0.0216,164,201,2024-04-01
P0009345,66,Ramadan,2,21700,0.1966,-0.0085,50,315,2024-04-01
P0015219,66,Ramadan,2,6900,0.0,0.1504,133,232,2024-04-01
P0009942,66,Ramadan,2,17100,0.1028,0.0769,86,279,2024-04-01
P0020939,66,Ramadan,2,17200,0.0,0.131,180,185,2024-04-01
P0019127,66,Ramadan,2,4000,0.0,0.1388,126,239,2024-04-01
P0009885,66,Ramadan,2,27800,0.2234,-0.0273,80,285,2024-04-01
P0019182,66,Ramadan,2,27100,0.0,0.1748,123,242,2024-04-01
