id_produk,minggu,tanggal_transaksi,current_event,id_toko,harga_promosi,diskon,margin_promosi,hari_jual,kedaluwarsa
P0009064,1,2023-01-01,Promo Akhir Pekan,1,17100,0.0984,0.0468,176,189
P0002947,1,2023-01-01,Promo Akhir Pekan,1,5600,0.1031,0.1071,22,343
P0005203,1,2023-01-01,Promo Akhir Pekan,1,18400,0.1588,0.038,109,256
P0000330,1,2023-01-01,Promo Akhir Pekan,1,40245,0.1916,0.0086,150,215
P0000241,1,2023-01-01,Promo Akhir Pekan,1,7500,0.1926,0.04,51,314
P0001529,1,2023-01-01,Promo Akhir Pekan,1,5380,0.3157,0.052,7,3
P0008193,1,2023-01-01,Promo Akhir Pekan,1,36987,0.1751,0.0078,85,280
P0003281,1,2023-01-01,Promo Akhir Pekan,1,3720,0.1715,0.086,31,334
P0000214,1,2023-01-01,Promo Akhir Pekan,1,15400,0.0553,0.1494,74,291
P0006270,1,2023-01-01,Promo Akhir Pekan,1,10000,0.1252,0.07,43,322
P0003717,1,2023-01-01,Promo Akhir Pekan,1,21200,0.1195,0.0802,174,191
P0004654,1,2023-01-01,Promo Akhir Pekan,1,34592,0.1984,0.0056,133,232
P0007079,1,2023-01-01,Promo Akhir Pekan,1,15384,0.1886,0.0315,160,205
P0002854,1,2023-01-01,Promo Akhir Pekan,1,8000,0.0643,0.15,78,287
P0001040,1,2023-01-01,Promo Akhir Pekan,1,12519,0.1312,0.0335,153,212
P0002668,1,2023-01-01,Promo Akhir Pekan,1,23947,0.1904,0.0187,81,284
P0005175,1,2023-01-01,Promo Akhir Pekan,1,2400,0.0978,0.0417,25,340
P0000199,1,2023-01-01,Promo Akhir Pekan,1,12700,0.1105,0.1181,149,216
P0007477,1,2023-01-01,Promo Akhir Pekan,1,11701,0.4902,0.0172,5,5
P0004771,1,2023-01-01,Promo Akhir Pekan,1,11800,0.1452,0.0085,65,300
P0007350,1,2023-01-01,Promo Akhir Pekan,1,4200,0.067,0.119,98,267
P0006804,1,2023-01-01,Promo Akhir Pekan,1,3700,0.1105,0.0811,137,228
P0008821,1,2023-01-01,Promo Akhir Pekan,1,16385,0.4249,0.0113,4,6
P0006950,1,2023-01-01,Promo Akhir Pekan,1,10600,0.1013,0.1415,58,307
P0004612,1,2023-01-01,Promo Akhir Pekan,1,27600,0.1781,0.0254,148,217
P0006574,1,2023-01-01,Promo Akhir Pekan,1,3800,0.1043,0.0789,172,193
P0000752,1,2023-01-01,Promo Akhir Pekan,1,5800,0.0562,0.1724,48,317
P0007810,1,2023-01-01,Promo Akhir Pekan,1,38000,0.1518,0.0658,94,271
P0004756,1,2023-01-01,Promo Akhir Pekan,1,23554,0.1523,0.0108,143,222
P0000536,1,2023-01-01,Promo Akhir Pekan,1,4306,0.4383,0.0711,4,6
P0008092,1,2023-01-01,Promo Akhir Pekan,1,3600,0.092,0.0833,157,208
P0007546,1,2023-01-01,Promo Akhir Pekan,1,30097,0.3808,0.0099,4,6
P0001394,1,2023-01-01,Promo Akhir Pekan,1,4269,0.1836,0.0396,129,236
P0004978,1,2023-01-01,Promo Akhir Pekan,1,17542,0.3679,0.0195,3,7
P0008582,1,2023-01-01,Promo Akhir Pekan,1,52905,0.1991,0.0039,132,233
P0005348,1,2023-01-01,Promo Akhir Pekan,1,4000,0.1006,0.025,33,332
P0005142,1,2023-01-01,Promo Akhir Pekan,1,12400,0.1225,0.0806,85,280
P0002960,1,2023-01-01,Promo Akhir Pekan,1,17739,0.1981,0.0078,49,316
P0004034,1,2023-01-01,Promo Akhir Pekan,1,25686,0.1809,0.0111,116,249
P0004683,1,2023-01-01,Promo Akhir Pekan,1,4400,0.1507,0.0909,113,252
P0004375,1,2023-01-01,Promo Akhir Pekan,1,26700,0.0566,0.1498,117,248
P0005925,1,2023-01-01,Promo Akhir Pekan,1,13000,0.0995,0.1,66,299
P0004481,1,2023-01-01,Promo Akhir Pekan,1,16000,0.4913,0.0312,5,5
P0006944,1,2023-01-01,Promo Akhir Pekan,1,1773,0.3528,0.154,5,5
P0000040,1,2023-01-01,Promo Akhir Pekan,1,10500,0.1963,0.0286,178,187
P0002012,1,2023-01-01,Promo Akhir Pekan,1,62900,0.1669,0.0715,145,220
P0008792,1,2023-01-01,Promo Akhir Pekan,1,18900,0.1515,0.0159,158,207
P0004052,1,2023-01-01,Promo Akhir Pekan,1,18600,0.1197,0.1183,81,284
P0003115,1,2023-01-01,Promo Akhir Pekan,1,27200,0.0566,0.125,132,233
P0005428,1,2023-01-01,Promo Akhir Pekan,1,12300,0.1711,0.0325,93,272
P0005876,1,2023-01-01,Promo Akhir Pekan,1,3400,0.1287,0.1176,82,283
P0003329,1,2023-01-01,Promo Akhir Pekan,1,50632,0.1645,0.0085,75,290
P0006175,1,2023-01-01,Promo Akhir Pekan,1,28200,0.0501,0.1383,73,292
P0002316,1,2023-01-01,Promo Akhir Pekan,1,3800,0.0679,0.1842,38,327
P0006383,1,2023-01-01,Promo Akhir Pekan,1,10500,0.0906,0.0571,144,221
P0002080,1,2023-01-01,Promo Akhir Pekan,1,2951,0.1958,0.1189,1,9
P0003107,1,2023-01-01,Promo Akhir Pekan,1,5300,0.1129,0.0755,88,277
P0007027,1,2023-01-01,Promo Akhir Pekan,1,19600,0.0885,0.0561,66,299
P0001531,1,2023-01-01,Promo Akhir Pekan,1,17400,0.0676,0.1552,179,186
P0008021,1,2023-01-01,Promo Akhir Pekan,1,11000,0.1426,0.0455,161,204
P0000414,1,2023-01-01,Promo Akhir Pekan,1,2100,0.165,0.0476,91,274
P0007185,1,2023-01-01,Promo Akhir Pekan,1,4500,0.1739,0.0444,67,298
P0000671,1,2023-01-01,Promo Akhir Pekan,1,17600,0.0712,0.1023,72,293
P0000693,1,2023-01-01,Promo Akhir Pekan,1,9000,0.0955,0.0556,70,295
P0005028,1,2023-01-01,Promo Akhir Pekan,1,36600,0.061,0.0956,42,323
P0006575,1,2023-01-01,Promo Akhir Pekan,1,4400,0.1001,0.0455,103,262
P0003130,1,2023-01-01,Promo Akhir Pekan,1,16200,0.0901,0.0679,120,245
P0004318,1,2023-01-01,Promo Akhir Pekan,1,2364,0.4997,0.1117,3,7
P0007198,1,2023-01-01,Promo Akhir Pekan,1,22400,0.0824,0.0982,121,244
P0002494,1,2023-01-01,Promo Akhir Pekan,1,24800,0.1879,0.0282,114,251
P0008003,1,2023-01-01,Promo Akhir Pekan,1,12100,0.1316,0.1157,123,242
P0000720,1,2023-01-01,Promo Akhir Pekan,1,8500,0.1043,0.0706,159,206
P0005870,1,2023-01-01,Promo Akhir Pekan,1,4300,0.0932,0.093,55,310
P0005990,1,2023-01-01,Promo Akhir Pekan,1,10000,0.1166,0.07,115,250
P0003088,1,2023-01-01,Promo Akhir Pekan,1,12390,0.322,0.0234,7,3
P0005223,1,2023-01-01,Promo Akhir Pekan,1,42600,0.1097,0.0235,103,262
P0002393,1,2023-01-01,Promo Akhir Pekan,1,5000,0.1753,0.04,77,288
P0001789,1,2023-01-01,Promo Akhir Pekan,1,6389,0.3408,0.0765,7,3
P0007867,1,2023-01-01,Promo Akhir Pekan,1,23468,0.3166,0.0199,7,3
P0008040,1,2023-01-01,Promo Akhir Pekan,1,31300,0.1071,0.0511,77,288
P0007783,1,2023-01-01,Promo Akhir Pekan,1,36100,0.0525,0.097,99,266
P0005487,1,2023-01-01,Promo Akhir Pekan,1,4200,0.1186,0.0476,155,210
P0001633,1,2023-01-01,Promo Akhir Pekan,1,7500,0.1414,0.04,40,325
P0001058,1,2023-01-01,Promo Akhir Pekan,1,15300,0.0893,0.1046,138,227
P0000210,1,2023-01-01,Promo Akhir Pekan,1,5143,0.3142,0.0861,7,3
P0001732,1,2023-01-01,Promo Akhir Pekan,1,6600,0.0596,0.1212,17,348
P0001538,1,2023-01-01,Promo Akhir Pekan,1,7300,0.0796,0.1507,75,290
P0001880,1,2023-01-01,Promo Akhir Pekan,1,14300,0.053,0.1329,53,312
P0001496,1,2023-01-01,Promo Akhir Pekan,1,25900,0.188,0.0309,97,268
P0004241,1,2023-01-01,Promo Akhir Pekan,1,4400,0.0569,0.1818,1,9
P0000576,1,2023-01-01,Promo Akhir Pekan,1,3700,0.0839,0.1081,118,247
P0004195,1,2023-01-01,Promo Akhir Pekan,1,7200,0.127,0.0556,114,251
P0003710,1,2023-01-01,Promo Akhir Pekan,1,16551,0.4901,0.0091,7,3
P0008494,1,2023-01-01,Promo Akhir Pekan,1,13306,0.1702,0.0305,61,304
P0005894,1,2023-01-01,Promo Akhir Pekan,1,41600,0.1279,0.0649,24,341
P0001989,1,2023-01-01,Promo Akhir Pekan,1,16889,0.1628,0.0171,96,269
P0002786,1,2023-01-01,Promo Akhir Pekan,1,38800,0.075,0.0979,76,289
P0002125,1,2023-01-01,Promo Akhir Pekan,1,7300,0.1941,0.0411,135,230
P0007898,1,2023-01-01,Promo Akhir Pekan,1,4100,0.1157,0.122,160,205
P0008867,1,2023-01-01,Promo Akhir Pekan,1,7000,0.091,0.1571,33,332
P0006729,1,2023-01-01,Promo Akhir Pekan,1,5300,0.1049,0.0566,50,315
P0004650,1,2023-01-01,Promo Akhir Pekan,1,56500,0.07,0.0726,91,274
P0000279,1,2023-01-01,Promo Akhir Pekan,1,12900,0.0647,0.093,99,266
P0000193,1,2023-01-01,Promo Akhir Pekan,1,15086,0.4628,0.0256,5,5
P0005235,1,2023-01-01,Promo Akhir Pekan,1,6427,0.3174,0.0353,4,6
P0004630,1,2023-01-01,Promo Akhir Pekan,1,8300,0.0542,0.1566,65,300
P0008743,1,2023-01-01,Promo Akhir Pekan,1,5862,0.1728,0.0788,162,203
P0000681,1,2023-01-01,Promo Akhir Pekan,1,42900,0.1639,0.0303,24,341
P0002394,1,2023-01-01,Promo Akhir Pekan,1,11775,0.1515,0.0234,82,283
P0003192,1,2023-01-01,Promo Akhir Pekan,1,18900,0.1806,0.0317,154,211
P0003346,1,2023-01-01,Promo Akhir Pekan,1,3200,0.1711,0.0625,31,334
P0005202,1,2023-01-01,Promo Akhir Pekan,1,24000,0.0761,0.1,154,211
P0001667,1,2023-01-01,Promo Akhir Pekan,1,5100,0.1945,0.0392,113,252
P0000375,1,2023-01-01,Promo Akhir Pekan,1,28712,0.4728,0.0109,4,6
P0004121,1,2023-01-01,Promo Akhir Pekan,1,9200,0.0543,0.1087,103,262
P0007163,1,2023-01-01,Promo Akhir Pekan,1,28705,0.405,0.0141,6,4
P0002087,1,2023-01-01,Promo Akhir Pekan,1,23200,0.1958,0.0431,116,249
P0007798,1,2023-01-01,Promo Akhir Pekan,1,25800,0.1415,0.0736,92,273
P0004602,1,2023-01-01,Promo Akhir Pekan,1,9209,0.1653,0.0118,40,325
P0008544,1,2023-01-01,Promo Akhir Pekan,1,5600,0.1572,0.0536,1,9
P0008773,1,2023-01-01,Promo Akhir Pekan,1,11300,0.062,0.0973,1,9
P0008992,1,2023-01-01,Promo Akhir Pekan,1,40300,0.0932,0.0918,137,228
P0003896,1,2023-01-01,Promo Akhir Pekan,1,17258,0.1508,0.0092,174,191
P0009147,1,2023-01-01,Promo Akhir Pekan,1,14100,0.1057,0.0284,28,337
P0002025,1,2023-01-01,Promo Akhir Pekan,1,76400,0.0815,0.1139,53,312
P0008286,1,2023-01-01,Promo Akhir Pekan,1,51700,0.0969,0.0522,17,348
P0004965,1,2023-01-01,Promo Akhir Pekan,1,8200,0.1664,0.0732,139,226
P0004945,1,2023-01-01,Promo Akhir Pekan,1,12300,0.158,0.0488,44,321
P0002567,1,2023-01-01,Promo Akhir Pekan,1,23500,0.1243,0.0723,103,262
P0006951,1,2023-01-01,Promo Akhir Pekan,1,18900,0.1278,0.0582,29,336
P0001468,1,2023-01-01,Promo Akhir Pekan,1,9141,0.1376,0.0373,39,326
P0006748,1,2023-01-01,Promo Akhir Pekan,1,34100,0.1397,0.0821,133,232
P0020189,1,2023-01-01,Promo Akhir Pekan,2,7885,0.3104,0.0235,7,3
P0018115,1,2023-01-01,Promo Akhir Pekan,2,7900,0.1735,0.0633,109,256
P0020519,1,2023-01-01,Promo Akhir Pekan,2,14500,0.0621,0.0966,146,219
P0013409,1,2023-01-01,Promo Akhir Pekan,2,3500,0.1459,0.0571,154,211
P0010369,1,2023-01-01,Promo Akhir Pekan,2,13770,0.4783,0.0341,4,6
P0012721,1,2023-01-01,Promo Akhir Pekan,2,5461,0.4935,0.0844,4,6
P0021053,1,2023-01-01,Promo Akhir Pekan,2,14066,0.4482,0.0118,6,4
P0019151,1,2023-01-01,Promo Akhir Pekan,2,15400,0.1209,0.1169,114,251
P0018676,1,2023-01-01,Promo Akhir Pekan,2,60300,0.1811,0.0216,19,346
P0016598,1,2023-01-01,Promo Akhir Pekan,2,11100,0.0741,0.0991,143,222
P0013054,1,2023-01-01,Promo Akhir Pekan,2,18900,0.0521,0.1693,1,9
P0017444,1,2023-01-01,Promo Akhir Pekan,2,6100,0.0724,0.1475,158,207
P0011255,1,2023-01-01,Promo Akhir Pekan,2,8962,0.1594,0.0404,25,340
P0014605,1,2023-01-01,Promo Akhir Pekan,2,12910,0.4838,0.0085,4,6
P0017132,1,2023-01-01,Promo Akhir Pekan,2,5200,0.1102,0.0577,135,230
P0013620,1,2023-01-01,Promo Akhir Pekan,2,13600,0.085,0.1397,62,303
P0021127,1,2023-01-01,Promo Akhir Pekan,2,5400,0.1427,0.037,134,231
P0016428,1,2023-01-01,Promo Akhir Pekan,2,54100,0.1614,0.0739,112,253
P0011375,1,2023-01-01,Promo Akhir Pekan,2,21900,0.186,0.0457,66,299
P0020426,1,2023-01-01,Promo Akhir Pekan,2,3255,0.1296,0.0783,20,345
P0011982,1,2023-01-01,Promo Akhir Pekan,2,15805,0.3613,0.013,3,7
P0019900,1,2023-01-01,Promo Akhir Pekan,2,8700,0.1303,0.092,38,327
P0014978,1,2023-01-01,Promo Akhir Pekan,2,22000,0.093,0.1318,145,220
P0009367,1,2023-01-01,Promo Akhir Pekan,2,12161,0.1816,0.0215,144,221
P0019763,1,2023-01-01,Promo Akhir Pekan,2,7285,0.1703,0.0528,59,306
P0015914,1,2023-01-01,Promo Akhir Pekan,2,6300,0.0888,0.127,53,312
P0014458,1,2023-01-01,Promo Akhir Pekan,2,3300,0.0793,0.1515,41,324
P0021037,1,2023-01-01,Promo Akhir Pekan,2,5064,0.1331,0.0521,179,186
P0020214,1,2023-01-01,Promo Akhir Pekan,2,31400,0.1546,0.0318,53,312
P0015105,1,2023-01-01,Promo Akhir Pekan,2,13613,0.4323,0.0156,6,4
P0010352,1,2023-01-01,Promo Akhir Pekan,2,12000,0.1492,0.075,165,200
P0019990,1,2023-01-01,Promo Akhir Pekan,2,15982,0.4029,0.0302,7,3
P0016302,1,2023-01-01,Promo Akhir Pekan,2,4800,0.085,0.1458,31,334
P0014913,1,2023-01-01,Promo Akhir Pekan,2,9200,0.1872,0.0217,132,233
P0013604,1,2023-01-01,Promo Akhir Pekan,2,15000,0.1622,0.0067,79,286
P0010812,1,2023-01-01,Promo Akhir Pekan,2,20100,0.166,0.0249,107,258
P0018584,1,2023-01-01,Promo Akhir Pekan,2,17000,0.0923,0.0824,174,191
P0017712,1,2023-01-01,Promo Akhir Pekan,2,4200,0.0617,0.1667,60,305
P0020373,1,2023-01-01,Promo Akhir Pekan,2,8951,0.1916,0.0169,45,320
P0009765,1,2023-01-01,Promo Akhir Pekan,2,7481,0.1693,0.0509,52,313
P0012458,1,2023-01-01,Promo Akhir Pekan,2,8500,0.1415,0.0706,121,244
P0016818,1,2023-01-01,Promo Akhir Pekan,2,3500,0.1391,0.0571,64,301
P0014909,1,2023-01-01,Promo Akhir Pekan,2,22200,0.1096,0.0405,2,8
P0021062,1,2023-01-01,Promo Akhir Pekan,2,8900,0.187,0.0562,98,267
P0020280,1,2023-01-01,Promo Akhir Pekan,2,21706,0.1581,0.0141,84,281
P0017110,1,2023-01-01,Promo Akhir Pekan,2,39200,0.0507,0.1556,60,305
P0017168,1,2023-01-01,Promo Akhir Pekan,2,19500,0.0778,0.0615,138,227
P0020170,1,2023-01-01,Promo Akhir Pekan,2,8968,0.1937,0.0299,66,299
P0018724,1,2023-01-01,Promo Akhir Pekan,2,17949,0.4307,0.025,6,4
P0010170,1,2023-01-01,Promo Akhir Pekan,2,22900,0.1594,0.0699,80,285
P0011869,1,2023-01-01,Promo Akhir Pekan,2,13241,0.1934,0.0106,1,9
P0012444,1,2023-01-01,Promo Akhir Pekan,2,21200,0.0761,0.1368,125,240
P0020751,1,2023-01-01,Promo Akhir Pekan,2,26800,0.0946,0.1455,50,315
P0011569,1,2023-01-01,Promo Akhir Pekan,2,10300,0.1044,0.068,1,9
P0013603,1,2023-01-01,Promo Akhir Pekan,2,7700,0.1598,0.0649,51,314
P0011195,1,2023-01-01,Promo Akhir Pekan,2,15500,0.0864,0.0903,78,287
P0018868,1,2023-01-01,Promo Akhir Pekan,2,10400,0.1047,0.0385,141,224
P0017756,1,2023-01-01,Promo Akhir Pekan,2,12695,0.1578,0.0311,40,325
P0009681,1,2023-01-01,Promo Akhir Pekan,2,5300,0.1331,0.0943,2,8
P0013973,1,2023-01-01,Promo Akhir Pekan,2,53900,0.1055,0.0983,142,223
P0012420,1,2023-01-01,Promo Akhir Pekan,2,6800,0.0734,0.1176,116,249
P0020937,1,2023-01-01,Promo Akhir Pekan,2,13953,0.4283,0.0181,6,4
P0018456,1,2023-01-01,Promo Akhir Pekan,2,12173,0.4741,0.0389,3,7
P0012853,1,2023-01-01,Promo Akhir Pekan,2,10140,0.1838,0.0138,164,201
P0015839,1,2023-01-01,Promo Akhir Pekan,2,11427,0.4612,0.0199,3,7
P0009993,1,2023-01-01,Promo Akhir Pekan,2,3700,0.1768,0.0541,168,197
P0015694,1,2023-01-01,Promo Akhir Pekan,2,32700,0.0522,0.1131,119,246
P0011184,1,2023-01-01,Promo Akhir Pekan,2,32700,0.1299,0.0765,117,248
P0019098,1,2023-01-01,Promo Akhir Pekan,2,24800,0.1936,0.0161,134,231
P0010564,1,2023-01-01,Promo Akhir Pekan,2,34300,0.1782,0.0292,104,261
P0015671,1,2023-01-01,Promo Akhir Pekan,2,11100,0.1012,0.1171,1,9
P0018400,1,2023-01-01,Promo Akhir Pekan,2,26200,0.1328,0.0763,15,350
P0015782,1,2023-01-01,Promo Akhir Pekan,2,3400,0.1189,0.0882,165,200
P0020753,1,2023-01-01,Promo Akhir Pekan,2,24300,0.0518,0.0823,132,233
P0013816,1,2023-01-01,Promo Akhir Pekan,2,6600,0.0505,0.1818,89,276
P0020729,1,2023-01-01,Promo Akhir Pekan,2,7100,0.0682,0.0986,113,252
P0013824,1,2023-01-01,Promo Akhir Pekan,2,11300,0.1428,0.0885,162,203
P0012638,1,2023-01-01,Promo Akhir Pekan,2,28100,0.0598,0.1317,32,333
P0021020,1,2023-01-01,Promo Akhir Pekan,2,1532,0.1702,0.1514,30,335
P0020268,1,2023-01-01,Promo Akhir Pekan,2,6837,0.1713,0.0493,100,265
P0011996,1,2023-01-01,Promo Akhir Pekan,2,6700,0.1203,0.0299,101,264
P0016767,1,2023-01-01,Promo Akhir Pekan,2,17500,0.1589,0.0286,31,334
P0017115,1,2023-01-01,Promo Akhir Pekan,2,12295,0.1805,0.0403,71,294
P0013588,1,2023-01-01,Promo Akhir Pekan,2,10000,0.1481,0.07,141,224
P0018694,1,2023-01-01,Promo Akhir Pekan,2,3717,0.3577,0.1122,5,5
P0013943,1,2023-01-01,Promo Akhir Pekan,2,40100,0.0777,0.0773,30,335
P0012619,1,2023-01-01,Promo Akhir Pekan,2,1000,0.0883,0.1,44,321
P0010054,1,2023-01-01,Promo Akhir Pekan,2,2408,0.1334,0.1279,152,213
P0009921,1,2023-01-01,Promo Akhir Pekan,2,21800,0.1085,0.0413,55,310
P0010113,1,2023-01-01,Promo Akhir Pekan,2,8400,0.1178,0.0714,54,311
P0021445,1,2023-01-01,Promo Akhir Pekan,2,35200,0.126,0.054,74,291
P0018079,1,2023-01-01,Promo Akhir Pekan,2,6700,0.0574,0.1642,46,319
P0013754,1,2023-01-01,Promo Akhir Pekan,2,5800,0.0507,0.1034,39,326
P0019334,1,2023-01-01,Promo Akhir Pekan,2,7400,0.1321,0.0946,17,348
P0010768,1,2023-01-01,Promo Akhir Pekan,2,11741,0.3,0.029,3,7
P0012454,1,2023-01-01,Promo Akhir Pekan,2,3400,0.093,0.0882,36,329
P0012156,1,2023-01-01,Promo Akhir Pekan,2,31300,0.1392,0.0607,39,326
P0010345,1,2023-01-01,Promo Akhir Pekan,2,29962,0.1907,0.0087,42,323
P0017994,1,2023-01-01,Promo Akhir Pekan,2,9335,0.3911,0.0145,6,4
P0019924,1,2023-01-01,Promo Akhir Pekan,2,8932,0.1522,0.026,48,317
P0019883,1,2023-01-01,Promo Akhir Pekan,2,26822,0.3484,0.0157,4,6
P0014603,1,2023-01-01,Promo Akhir Pekan,2,7500,0.1507,0.0667,148,217
P0019658,1,2023-01-01,Promo Akhir Pekan,2,10594,0.3914,0.0466,5,5
P0017936,1,2023-01-01,Promo Akhir Pekan,2,3605,0.3969,0.1123,4,6
P0011665,1,2023-01-01,Promo Akhir Pekan,2,49000,0.1451,0.0816,157,208
P0011332,1,2023-01-01,Promo Akhir Pekan,2,2000,0.0815,0.15,2,8
P0009297,1,2023-01-01,Promo Akhir Pekan,2,16909,0.1385,0.0064,156,209
P0010431,1,2023-01-01,Promo Akhir Pekan,2,26000,0.1232,0.0808,95,270
P0021179,1,2023-01-01,Promo Akhir Pekan,2,57400,0.0502,0.1742,45,320
P0020936,1,2023-01-01,Promo Akhir Pekan,2,20500,0.0552,0.1366,113,252
P0019554,1,2023-01-01,Promo Akhir Pekan,2,2296,0.4091,0.216,5,5
P0018232,1,2023-01-01,Promo Akhir Pekan,2,30000,0.1718,0.0667,58,307
P0013436,1,2023-01-01,Promo Akhir Pekan,2,11000,0.1191,0.0455,127,238
P0015993,1,2023-01-01,Promo Akhir Pekan,2,11700,0.1309,0.1111,36,329
P0017651,1,2023-01-01,Promo Akhir Pekan,2,5500,0.1157,0.0364,169,196
P0014846,1,2023-01-01,Promo Akhir Pekan,2,17300,0.0732,0.104,45,320
P0017906,1,2023-01-01,Promo Akhir Pekan,2,17209,0.1978,0.0121,81,284
P0012654,1,2023-01-01,Promo Akhir Pekan,2,8100,0.0552,0.0864,61,304
P0011975,1,2023-01-01,Promo Akhir Pekan,2,5900,0.0739,0.1356,62,303
P0013962,1,2023-01-01,Promo Akhir Pekan,2,29300,0.0596,0.1399,113,252
P0019924,1,2023-01-01,Promo Akhir Pekan,2,8843,0.1699,0.0162,122,243
P0010279,1,2023-01-01,Promo Akhir Pekan,2,16562,0.3146,0.0098,4,6
P0013046,1,2023-01-01,Promo Akhir Pekan,2,51300,0.1155,0.0721,22,343
P0014157,1,2023-01-01,Promo Akhir Pekan,2,23900,0.1562,0.0502,1,9
P0011289,1,2023-01-01,Promo Akhir Pekan,2,4485,0.3171,0.0635,4,6
P0010899,1,2023-01-01,Promo Akhir Pekan,2,10500,0.0669,0.1238,120,245
P0016297,1,2023-01-01,Promo Akhir Pekan,2,19929,0.1954,0.0215,123,242
P0016344,1,2023-01-01,Promo Akhir Pekan,2,7200,0.1261,0.0694,60,305
P0012317,1,2023-01-01,Promo Akhir Pekan,2,8600,0.1429,0.0116,2,8
P0019819,1,2023-01-01,Promo Akhir Pekan,2,31900,0.1442,0.0408,16,349
P0009477,1,2023-01-01,Promo Akhir Pekan,2,1700,0.1006,0.1176,164,201
P0016742,1,2023-01-01,Promo Akhir Pekan,2,29600,0.0831,0.1081,160,205
P0019683,1,2023-01-01,Promo Akhir Pekan,2,26900,0.1329,0.026,23,342
P0013857,1,2023-01-01,Promo Akhir Pekan,2,12102,0.1544,0.0084,96,269
P0020953,1,2023-01-01,Promo Akhir Pekan,2,7100,0.1666,0.0141,100,265
P0009749,1,2023-01-01,Promo Akhir Pekan,2,2454,0.4367,0.1443,3,7
P0014182,1,2023-01-01,Promo Akhir Pekan,2,11600,0.107,0.0776,63,302
P0017247,1,2023-01-01,Promo Akhir Pekan,2,9600,0.1931,0.0312,59,306
P0018563,1,2023-01-01,Promo Akhir Pekan,2,54372,0.173,0.005,17,348
P0011732,1,2023-01-01,Promo Akhir Pekan,2,11700,0.148,0.0342,25,340
P0009369,1,2023-01-01,Promo Akhir Pekan,2,19700,0.0843,0.0711,74,291
P0009685,1,2023-01-01,Promo Akhir Pekan,2,5700,0.0534,0.0877,72,293
P0017822,1,2023-01-01,Promo Akhir Pekan,2,4885,0.1721,0.0583,61,304
P0016124,1,2023-01-01,Promo Akhir Pekan,2,27342,0.1609,0.0089,99,266
P0014228,1,2023-01-01,Promo Akhir Pekan,2,30300,0.0962,0.0858,68,297
P0018336,1,2023-01-01,Promo Akhir Pekan,2,16800,0.1328,0.0714,152,213
P0011522,1,2023-01-01,Promo Akhir Pekan,2,61300,0.0765,0.1093,146,219
P0018792,1,2023-01-01,Promo Akhir Pekan,2,21900,0.1336,0.0046,99,266
P0015413,1,2023-01-01,Promo Akhir Pekan,2,31000,0.1547,0.0613,176,189
P0019323,1,2023-01-01,Promo Akhir Pekan,2,35500,0.087,0.0817,165,200
P0015640,1,2023-01-01,Promo Akhir Pekan,2,3600,0.1712,0.0278,52,313
