id_produk,minggu,tanggal_transaksi,current_event,id_toko,harga_promosi,diskon,tipe_diskon,margin_promosi,hari_jual,kedaluwarsa
P0007054,105,2025-01-01,Tahun Baru,1,13000,0.1102,Event Based Discount,0.1077,179,186
P0007007,105,2025-01-01,Tahun Baru,1,19400,0.0739,Event Based Discount,0.1031,97,268
P0000814,105,2025-01-01,Tahun Baru,1,10500,0.1069,Event Based Discount,0.1333,55,310
P0003857,105,2025-01-01,Tahun Baru,1,16350,0.0,Event Based Discount,0.2171,72,293
P0002439,105,2025-01-01,Tahun Baru,1,6900,0.0736,Event Based Discount,0.1304,31,334
P0007545,105,2025-01-01,Tahun Baru,1,14150,0.0,Event Based Discount,0.1449,58,307
P0001613,105,2025-01-01,Tahun Baru,1,43400,0.0746,Event Based Discount,0.1406,179,186
P0004912,105,2025-01-01,Tahun Baru,1,21900,0.0,Event Based Discount,0.1963,135,230
P0000595,105,2025-01-01,Tahun Baru,1,13500,0.1172,Event Based Discount,0.1037,155,210
P0003357,105,2025-01-01,Tahun Baru,1,31400,0.1184,Event Based Discount,0.0987,174,191
P0007184,105,2025-01-01,Tahun Baru,1,6900,0.0,Event Based Discount,0.1449,97,268
P0008468,105,2025-01-01,Tahun Baru,1,8200,0.0788,Event Based Discount,0.1463,34,331
P0001842,105,2025-01-01,Tahun Baru,1,11200,0.1124,Event Based Discount,0.0446,26,339
P0000085,105,2025-01-01,Tahun Baru,1,36600,0.0653,Event Based Discount,0.1311,23,342
P0005237,105,2025-01-01,Tahun Baru,1,4103,0.3848,Expired Discount,0.0495,1,9
P0004125,105,2025-01-01,Tahun Baru,1,12000,0.1425,Event Based Discount,0.0667,110,255
P0006907,105,2025-01-01,Tahun Baru,1,9750,0.0,Event Based Discount,0.1795,142,223
P0007804,105,2025-01-01,Tahun Baru,1,15700,0.0691,Event Based Discount,0.1274,55,310
P0002074,105,2025-01-01,Tahun Baru,1,22700,0.0,Event Based Discount,0.2159,132,233
P0005899,105,2025-01-01,Tahun Baru,1,14831,0.4347,Expired Discount,0.0223,7,3
P0008929,105,2025-01-01,Tahun Baru,1,32400,0.0935,Event Based Discount,0.1358,180,185
P0004867,105,2025-01-01,Tahun Baru,1,14200,0.0,Event Based Discount,0.2113,164,201
P0008905,105,2025-01-01,Tahun Baru,1,7000,0.1114,Event Based Discount,0.0429,74,291
P0004631,105,2025-01-01,Tahun Baru,1,55000,0.0919,Event Based Discount,0.14,82,283
P0008440,105,2025-01-01,Tahun Baru,1,5996,0.3519,Expired Discount,0.066,5,5
P0004845,105,2025-01-01,Tahun Baru,1,5300,0.0958,Event Based Discount,0.0943,120,245
P0006017,105,2025-01-01,Tahun Baru,1,6600,0.0779,Event Based Discount,0.0606,140,225
P0004049,105,2025-01-01,Tahun Baru,1,18550,0.0,Event Based Discount,0.186,160,205
P0001179,105,2025-01-01,Tahun Baru,1,35200,0.0542,Event Based Discount,0.1591,172,193
P0004696,105,2025-01-01,Tahun Baru,1,2700,0.1466,Event Based Discount,0.037,63,302
P0001967,105,2025-01-01,Tahun Baru,1,15225,0.1417,Event Based Discount,0.0148,94,271
P0005406,105,2025-01-01,Tahun Baru,1,5800,0.0,Event Based Discount,0.1724,17,348
P0005368,105,2025-01-01,Tahun Baru,1,10400,0.1118,Event Based Discount,0.0577,161,204
P0007939,105,2025-01-01,Tahun Baru,1,26300,0.0,Event Based Discount,0.1901,88,277
P0002330,105,2025-01-01,Tahun Baru,1,13500,0.057,Event Based Discount,0.1556,18,347
P0001630,105,2025-01-01,Tahun Baru,1,43800,0.1411,Event Based Discount,0.0845,98,267
P0005137,105,2025-01-01,Tahun Baru,1,6900,0.0507,Event Based Discount,0.1449,138,227
P0006298,105,2025-01-01,Tahun Baru,1,18700,0.0,Event Based Discount,0.1551,130,235
P0006799,105,2025-01-01,Tahun Baru,1,11700,0.118,Event Based Discount,0.0598,20,345
P0006525,105,2025-01-01,Tahun Baru,1,12900,0.0674,Event Based Discount,0.1008,123,242
P0002287,105,2025-01-01,Tahun Baru,1,32300,0.0,Event Based Discount,0.1424,172,193
P0000190,105,2025-01-01,Tahun Baru,1,23900,0.1384,Event Based Discount,0.0669,60,305
P0005358,105,2025-01-01,Tahun Baru,1,21300,0.0925,Event Based Discount,0.1408,121,244
P0005347,105,2025-01-01,Tahun Baru,1,2200,0.0,Event Based Discount,0.1364,20,345
P0005771,105,2025-01-01,Tahun Baru,1,60000,0.1053,Event Based Discount,0.0567,169,196
P0003128,105,2025-01-01,Tahun Baru,1,5000,0.1389,Event Based Discount,0.08,164,201
P0004656,105,2025-01-01,Tahun Baru,1,5600,0.0611,Event Based Discount,0.125,31,334
P0005130,105,2025-01-01,Tahun Baru,1,12100,0.1087,Event Based Discount,0.0661,25,340
P0002384,105,2025-01-01,Tahun Baru,1,6900,0.1099,Event Based Discount,0.029,131,234
P0008860,105,2025-01-01,Tahun Baru,1,9400,0.1022,Event Based Discount,0.0851,34,331
P0001747,105,2025-01-01,Tahun Baru,1,11600,0.1113,Event Based Discount,0.069,44,321
P0004329,105,2025-01-01,Tahun Baru,1,15851,0.1406,Event Based Discount,0.0158,117,248
P0001542,105,2025-01-01,Tahun Baru,1,4400,0.0,Event Based Discount,0.1364,50,315
P0007690,105,2025-01-01,Tahun Baru,1,28500,0.062,Event Based Discount,0.1509,147,218
P0006060,105,2025-01-01,Tahun Baru,1,1904,0.3422,Expired Discount,0.0546,2,8
P0008003,105,2025-01-01,Tahun Baru,1,12100,0.1299,Event Based Discount,0.1157,23,342
P0000013,105,2025-01-01,Tahun Baru,1,8900,0.0807,Event Based Discount,0.1124,43,322
P0008558,105,2025-01-01,Tahun Baru,1,7700,0.1348,Event Based Discount,0.013,123,242
P0006186,105,2025-01-01,Tahun Baru,1,27200,0.0,Event Based Discount,0.1765,133,232
P0002765,105,2025-01-01,Tahun Baru,1,16500,0.0696,Event Based Discount,0.1515,124,241
P0002404,105,2025-01-01,Tahun Baru,1,7700,0.139,Event Based Discount,0.026,107,258
P0006281,105,2025-01-01,Tahun Baru,1,75500,0.056,Event Based Discount,0.1033,68,297
P0002638,105,2025-01-01,Tahun Baru,1,19200,0.1254,Event Based Discount,0.0104,172,193
P0000852,105,2025-01-01,Tahun Baru,1,17200,0.0686,Event Based Discount,0.1395,22,343
P0007142,105,2025-01-01,Tahun Baru,1,4100,0.1126,Event Based Discount,0.122,149,216
P0006935,105,2025-01-01,Tahun Baru,1,16288,0.4902,Expired Discount,0.03,2,8
P0002232,105,2025-01-01,Tahun Baru,1,16600,0.1273,Event Based Discount,0.0422,103,262
P0000929,105,2025-01-01,Tahun Baru,1,49900,0.1065,Event Based Discount,0.0661,155,210
P0001861,105,2025-01-01,Tahun Baru,1,7200,0.1009,Event Based Discount,0.125,71,294
P0008186,105,2025-01-01,Tahun Baru,1,40000,0.0711,Event Based Discount,0.16,83,282
P0008547,105,2025-01-01,Tahun Baru,1,6300,0.074,Event Based Discount,0.0952,68,297
P0005733,105,2025-01-01,Tahun Baru,1,38100,0.0,Event Based Discount,0.2152,30,335
P0001194,105,2025-01-01,Tahun Baru,1,41500,0.0964,Event Based Discount,0.041,30,335
P0003204,105,2025-01-01,Tahun Baru,1,14820,0.3756,Expired Discount,0.0216,3,7
P0000973,105,2025-01-01,Tahun Baru,1,4800,0.0974,Event Based Discount,0.0833,135,230
P0007875,105,2025-01-01,Tahun Baru,1,9100,0.0567,Event Based Discount,0.1648,132,233
P0003552,105,2025-01-01,Tahun Baru,1,9100,0.0677,Event Based Discount,0.0879,113,252
P0000341,105,2025-01-01,Tahun Baru,1,3976,0.3122,Expired Discount,0.0443,7,3
P0003802,105,2025-01-01,Tahun Baru,1,6950,0.0,Event Based Discount,0.1799,112,253
P0002142,105,2025-01-01,Tahun Baru,1,18100,0.0984,Event Based Discount,0.1215,35,330
P0003545,105,2025-01-01,Tahun Baru,1,21200,0.0828,Event Based Discount,0.1179,154,211
P0001381,105,2025-01-01,Tahun Baru,1,45400,0.0772,Event Based Discount,0.163,65,300
P0005560,105,2025-01-01,Tahun Baru,1,33600,0.0535,Event Based Discount,0.1786,61,304
P0001791,105,2025-01-01,Tahun Baru,1,17200,0.0,Event Based Discount,0.1279,177,188
P0006414,105,2025-01-01,Tahun Baru,1,24100,0.0706,Event Based Discount,0.0996,163,202
P0008311,105,2025-01-01,Tahun Baru,1,18000,0.0717,Event Based Discount,0.1444,93,272
P0006118,105,2025-01-01,Tahun Baru,1,26900,0.1035,Event Based Discount,0.052,32,333
P0007954,105,2025-01-01,Tahun Baru,1,11100,0.1237,Event Based Discount,0.0811,137,228
P0008155,105,2025-01-01,Tahun Baru,1,13200,0.1093,Event Based Discount,0.1288,105,260
P0003064,105,2025-01-01,Tahun Baru,1,33400,0.0686,Event Based Discount,0.1317,129,236
P0005422,105,2025-01-01,Tahun Baru,1,4300,0.107,Event Based Discount,0.093,44,321
P0006529,105,2025-01-01,Tahun Baru,1,24162,0.324,Expired Discount,0.0191,1,9
P0003341,105,2025-01-01,Tahun Baru,1,38100,0.0756,Event Based Discount,0.1155,65,300
P0007537,105,2025-01-01,Tahun Baru,1,7500,0.0,Event Based Discount,0.1733,23,342
P0001531,105,2025-01-01,Tahun Baru,1,15900,0.1492,Event Based Discount,0.0755,34,331
P0005934,105,2025-01-01,Tahun Baru,1,19000,0.1268,Event Based Discount,0.0053,83,282
P0008310,105,2025-01-01,Tahun Baru,1,14200,0.116,Event Based Discount,0.0634,172,193
P0002323,105,2025-01-01,Tahun Baru,1,59400,0.0922,Event Based Discount,0.1279,154,211
P0001678,105,2025-01-01,Tahun Baru,1,51500,0.0688,Event Based Discount,0.1612,60,305
P0006759,105,2025-01-01,Tahun Baru,1,38000,0.1057,Event Based Discount,0.0368,31,334
P0005886,105,2025-01-01,Tahun Baru,1,17700,0.0757,Event Based Discount,0.0847,160,205
P0006461,105,2025-01-01,Tahun Baru,1,4800,0.0893,Event Based Discount,0.0833,112,253
P0004521,105,2025-01-01,Tahun Baru,1,45100,0.1432,Event Based Discount,0.0089,88,277
P0003028,105,2025-01-01,Tahun Baru,1,30700,0.1105,Event Based Discount,0.0977,171,194
P0006059,105,2025-01-01,Tahun Baru,1,6400,0.1137,Event Based Discount,0.0781,133,232
P0009168,105,2025-01-01,Tahun Baru,1,18700,0.0,Event Based Discount,0.1925,63,302
P0007379,105,2025-01-01,Tahun Baru,1,12800,0.0,Event Based Discount,0.1406,98,267
P0004352,105,2025-01-01,Tahun Baru,1,5200,0.0,Event Based Discount,0.1538,26,339
P0001112,105,2025-01-01,Tahun Baru,1,29700,0.1216,Event Based Discount,0.0135,123,242
P0001201,105,2025-01-01,Tahun Baru,1,8500,0.061,Event Based Discount,0.0706,65,300
P0008255,105,2025-01-01,Tahun Baru,1,19200,0.0597,Event Based Discount,0.1146,28,337
P0004889,105,2025-01-01,Tahun Baru,1,29600,0.0,Event Based Discount,0.1926,106,259
P0008477,105,2025-01-01,Tahun Baru,1,26000,0.0641,Event Based Discount,0.0808,17,348
P0004655,105,2025-01-01,Tahun Baru,1,8000,0.0,Event Based Discount,0.2,155,210
P0008468,105,2025-01-01,Tahun Baru,1,8000,0.0907,Event Based Discount,0.125,95,270
P0004342,105,2025-01-01,Tahun Baru,1,12400,0.0519,Event Based Discount,0.1129,31,334
P0008860,105,2025-01-01,Tahun Baru,1,8900,0.1489,Event Based Discount,0.0337,158,207
P0003066,105,2025-01-01,Tahun Baru,1,7700,0.0765,Event Based Discount,0.1558,47,318
P0006100,105,2025-01-01,Tahun Baru,1,23400,0.0929,Event Based Discount,0.1453,16,349
P0004451,105,2025-01-01,Tahun Baru,1,8400,0.143,Event Based Discount,0.0476,148,217
P0003935,105,2025-01-01,Tahun Baru,1,33300,0.107,Event Based Discount,0.1171,92,273
P0002328,105,2025-01-01,Tahun Baru,1,4919,0.3411,Expired Discount,0.0852,2,8
P0003814,105,2025-01-01,Tahun Baru,1,51300,0.0996,Event Based Discount,0.1384,141,224
P0002904,105,2025-01-01,Tahun Baru,1,5344,0.3837,Expired Discount,0.0831,7,3
P0006141,105,2025-01-01,Tahun Baru,1,14021,0.1399,Event Based Discount,0.0086,138,227
P0002566,105,2025-01-01,Tahun Baru,1,48900,0.1336,Event Based Discount,0.0409,165,200
P0007044,105,2025-01-01,Tahun Baru,1,6500,0.1215,Event Based Discount,0.0923,172,193
P0002542,105,2025-01-01,Tahun Baru,1,13550,0.0,Event Based Discount,0.1439,50,315
P0006500,105,2025-01-01,Tahun Baru,1,47000,0.1146,Event Based Discount,0.0319,90,275
P0002762,105,2025-01-01,Tahun Baru,1,32800,0.1042,Event Based Discount,0.125,142,223
P0003557,105,2025-01-01,Tahun Baru,1,6500,0.1033,Event Based Discount,0.1077,17,348
P0008892,105,2025-01-01,Tahun Baru,1,6800,0.0794,Event Based Discount,0.0588,49,316
P0001292,105,2025-01-01,Tahun Baru,1,24100,0.1076,Event Based Discount,0.0456,157,208
P0006405,105,2025-01-01,Tahun Baru,1,7000,0.0,Event Based Discount,0.2286,96,269
P0003131,105,2025-01-01,Tahun Baru,1,4150,0.0,Event Based Discount,0.1807,172,193
P0003910,105,2025-01-01,Tahun Baru,1,28400,0.1361,Event Based Discount,0.1021,94,271
P0002782,105,2025-01-01,Tahun Baru,1,23400,0.1017,Event Based Discount,0.0427,175,190
P0003552,105,2025-01-01,Tahun Baru,1,9200,0.0566,Event Based Discount,0.0978,36,329
P0002867,105,2025-01-01,Tahun Baru,1,40500,0.1009,Event Based Discount,0.0914,135,230
P0004449,105,2025-01-01,Tahun Baru,1,27900,0.0,Event Based Discount,0.1649,164,201
P0005386,105,2025-01-01,Tahun Baru,1,12550,0.0,Event Based Discount,0.1952,24,341
P0003007,105,2025-01-01,Tahun Baru,1,5600,0.0,Event Based Discount,0.2143,52,313
P0007886,105,2025-01-01,Tahun Baru,1,4900,0.068,Event Based Discount,0.1633,25,340
P0003410,105,2025-01-01,Tahun Baru,1,13550,0.0,Event Based Discount,0.2177,32,333
P0006100,105,2025-01-01,Tahun Baru,1,21900,0.1492,Event Based Discount,0.0868,147,218
P0005231,105,2025-01-01,Tahun Baru,1,41000,0.1204,Event Based Discount,0.0293,62,303
P0006345,105,2025-01-01,Tahun Baru,1,25550,0.0,Event Based Discount,0.1389,49,316
P0001760,105,2025-01-01,Tahun Baru,1,3700,0.0711,Event Based Discount,0.1622,140,225
P0002094,105,2025-01-01,Tahun Baru,1,14800,0.0,Event Based Discount,0.1892,84,281
P0003205,105,2025-01-01,Tahun Baru,1,5100,0.1183,Event Based Discount,0.0392,69,296
P0007818,105,2025-01-01,Tahun Baru,1,4100,0.0651,Event Based Discount,0.0976,125,240
P0002736,105,2025-01-01,Tahun Baru,1,17000,0.0692,Event Based Discount,0.0706,91,274
P0008392,105,2025-01-01,Tahun Baru,1,5700,0.1336,Event Based Discount,0.0526,146,219
P0006190,105,2025-01-01,Tahun Baru,1,44300,0.122,Event Based Discount,0.0293,65,300
P0002617,105,2025-01-01,Tahun Baru,1,9600,0.1306,Event Based Discount,0.0938,98,267
P0004226,105,2025-01-01,Tahun Baru,1,30700,0.0604,Event Based Discount,0.1531,89,276
P0002423,105,2025-01-01,Tahun Baru,1,10800,0.0554,Event Based Discount,0.1759,123,242
P0007839,105,2025-01-01,Tahun Baru,1,25500,0.1142,Event Based Discount,0.0627,104,261
P0009126,105,2025-01-01,Tahun Baru,1,9129,0.1404,Event Based Discount,0.047,138,227
P0001478,105,2025-01-01,Tahun Baru,1,13200,0.1419,Event Based Discount,0.0152,168,197
P0001785,105,2025-01-01,Tahun Baru,1,9200,0.136,Event Based Discount,0.0326,161,204
P0003550,105,2025-01-01,Tahun Baru,1,12200,0.1191,Event Based Discount,0.1148,72,293
P0008594,105,2025-01-01,Tahun Baru,1,5500,0.1159,Event Based Discount,0.0545,142,223
P0020590,105,2025-01-01,Tahun Baru,2,34762,0.1469,Event Based Discount,0.0075,118,247
P0021302,105,2025-01-01,Tahun Baru,2,18200,0.0,Event Based Discount,0.1923,166,199
P0015036,105,2025-01-01,Tahun Baru,2,11200,0.0974,Event Based Discount,0.1071,63,302
P0018503,105,2025-01-01,Tahun Baru,2,55500,0.0932,Event Based Discount,0.1351,103,262
P0014507,105,2025-01-01,Tahun Baru,2,59600,0.0562,Event Based Discount,0.1242,141,224
P0020614,105,2025-01-01,Tahun Baru,2,7500,0.1161,Event Based Discount,0.0933,126,239
P0018069,105,2025-01-01,Tahun Baru,2,20400,0.0,Event Based Discount,0.201,148,217
P0014885,105,2025-01-01,Tahun Baru,2,13000,0.1313,Event Based Discount,0.0308,120,245
P0012702,105,2025-01-01,Tahun Baru,2,7900,0.1022,Event Based Discount,0.1013,179,186
P0013747,105,2025-01-01,Tahun Baru,2,46300,0.0922,Event Based Discount,0.1382,32,333
P0011534,105,2025-01-01,Tahun Baru,2,26200,0.0,Event Based Discount,0.1908,169,196
P0009474,105,2025-01-01,Tahun Baru,2,3100,0.0574,Event Based Discount,0.129,177,188
P0009830,105,2025-01-01,Tahun Baru,2,13600,0.0,Event Based Discount,0.1618,96,269
P0019230,105,2025-01-01,Tahun Baru,2,13500,0.1031,Event Based Discount,0.0444,178,187
P0017619,105,2025-01-01,Tahun Baru,2,11400,0.1467,Event Based Discount,0.0789,64,301
P0013242,105,2025-01-01,Tahun Baru,2,4900,0.1379,Event Based Discount,0.102,61,304
P0015596,105,2025-01-01,Tahun Baru,2,42100,0.1192,Event Based Discount,0.0926,142,223
P0016139,105,2025-01-01,Tahun Baru,2,13895,0.4884,Expired Discount,0.0356,7,3
P0010456,105,2025-01-01,Tahun Baru,2,51100,0.1127,Event Based Discount,0.0528,111,254
P0018507,105,2025-01-01,Tahun Baru,2,14000,0.0948,Event Based Discount,0.1214,81,284
P0021538,105,2025-01-01,Tahun Baru,2,20000,0.1198,Event Based Discount,0.045,53,312
P0017268,105,2025-01-01,Tahun Baru,2,6000,0.057,Event Based Discount,0.1167,153,212
P0015948,105,2025-01-01,Tahun Baru,2,11200,0.0957,Event Based Discount,0.1339,89,276
P0021307,105,2025-01-01,Tahun Baru,2,11150,0.0,Event Based Discount,0.148,151,214
P0010967,105,2025-01-01,Tahun Baru,2,19400,0.0,Event Based Discount,0.1443,157,208
P0011338,105,2025-01-01,Tahun Baru,2,20411,0.3181,Expired Discount,0.0201,4,6
P0013383,105,2025-01-01,Tahun Baru,2,27200,0.1018,Event Based Discount,0.0441,149,216
P0018144,105,2025-01-01,Tahun Baru,2,40800,0.0841,Event Based Discount,0.125,180,185
P0013033,105,2025-01-01,Tahun Baru,2,4900,0.1399,Event Based Discount,0.102,66,299
P0010306,105,2025-01-01,Tahun Baru,2,11500,0.1135,Event Based Discount,0.113,136,229
P0016778,105,2025-01-01,Tahun Baru,2,26000,0.124,Event Based Discount,0.0115,69,296
P0012814,105,2025-01-01,Tahun Baru,2,25400,0.0564,Event Based Discount,0.0945,170,195
P0021493,105,2025-01-01,Tahun Baru,2,25600,0.0589,Event Based Discount,0.1328,84,281
P0018989,105,2025-01-01,Tahun Baru,2,69200,0.0763,Event Based Discount,0.1228,115,250
P0020998,105,2025-01-01,Tahun Baru,2,15550,0.0,Event Based Discount,0.1897,154,211
P0012886,105,2025-01-01,Tahun Baru,2,74600,0.0895,Event Based Discount,0.1113,122,243
P0020390,105,2025-01-01,Tahun Baru,2,4350,0.0,Event Based Discount,0.1724,131,234
P0017913,105,2025-01-01,Tahun Baru,2,3950,0.0,Event Based Discount,0.1899,102,263
P0012898,105,2025-01-01,Tahun Baru,2,9950,0.0,Event Based Discount,0.196,26,339
P0015011,105,2025-01-01,Tahun Baru,2,72500,0.1424,Event Based Discount,0.0786,62,303
P0014529,105,2025-01-01,Tahun Baru,2,71600,0.0819,Event Based Discount,0.1215,98,267
P0016843,105,2025-01-01,Tahun Baru,2,27700,0.0,Event Based Discount,0.213,97,268
P0012850,105,2025-01-01,Tahun Baru,2,37100,0.1028,Event Based Discount,0.124,25,340
P0013005,105,2025-01-01,Tahun Baru,2,4100,0.0864,Event Based Discount,0.0976,76,289
P0018964,105,2025-01-01,Tahun Baru,2,32900,0.07,Event Based Discount,0.0821,178,187
P0018563,105,2025-01-01,Tahun Baru,2,59200,0.0516,Event Based Discount,0.0861,42,323
P0020281,105,2025-01-01,Tahun Baru,2,5000,0.0,Event Based Discount,0.22,99,266
P0019012,105,2025-01-01,Tahun Baru,2,5000,0.0766,Event Based Discount,0.14,113,252
P0017052,105,2025-01-01,Tahun Baru,2,2550,0.0,Event Based Discount,0.1765,169,196
P0015599,105,2025-01-01,Tahun Baru,2,15900,0.0784,Event Based Discount,0.1635,41,324
P0018144,105,2025-01-01,Tahun Baru,2,38900,0.1274,Event Based Discount,0.0823,156,209
P0013662,105,2025-01-01,Tahun Baru,2,13200,0.0,Event Based Discount,0.2045,103,262
P0020446,105,2025-01-01,Tahun Baru,2,3800,0.0,Event Based Discount,0.1842,56,309
P0012282,105,2025-01-01,Tahun Baru,2,9750,0.0,Event Based Discount,0.2,40,325
P0009880,105,2025-01-01,Tahun Baru,2,30150,0.0,Event Based Discount,0.1642,119,246
P0017059,105,2025-01-01,Tahun Baru,2,2900,0.116,Event Based Discount,0.1379,16,349
P0012377,105,2025-01-01,Tahun Baru,2,7400,0.0639,Event Based Discount,0.1216,57,308
P0010367,105,2025-01-01,Tahun Baru,2,68200,0.1297,Event Based Discount,0.0147,23,342
P0018852,105,2025-01-01,Tahun Baru,2,9900,0.0891,Event Based Discount,0.1212,180,185
P0014096,105,2025-01-01,Tahun Baru,2,3900,0.0655,Event Based Discount,0.1026,165,200
P0019606,105,2025-01-01,Tahun Baru,2,15300,0.0583,Event Based Discount,0.1307,174,191
P0013928,105,2025-01-01,Tahun Baru,2,14500,0.066,Event Based Discount,0.1655,131,234
P0010742,105,2025-01-01,Tahun Baru,2,5162,0.4326,Expired Discount,0.0314,4,6
P0014126,105,2025-01-01,Tahun Baru,2,48400,0.0507,Event Based Discount,0.1322,91,274
P0011270,105,2025-01-01,Tahun Baru,2,18000,0.1481,Event Based Discount,0.0389,56,309
P0014028,105,2025-01-01,Tahun Baru,2,3800,0.1286,Event Based Discount,0.0789,167,198
P0016836,105,2025-01-01,Tahun Baru,2,21600,0.0983,Event Based Discount,0.0463,162,203
P0009743,105,2025-01-01,Tahun Baru,2,39700,0.0917,Event Based Discount,0.1335,27,338
P0015599,105,2025-01-01,Tahun Baru,2,14900,0.1354,Event Based Discount,0.1074,55,310
P0011556,105,2025-01-01,Tahun Baru,2,10600,0.0628,Event Based Discount,0.0755,71,294
P0012145,105,2025-01-01,Tahun Baru,2,15600,0.1062,Event Based Discount,0.1154,154,211
P0019534,105,2025-01-01,Tahun Baru,2,70600,0.0572,Event Based Discount,0.1459,179,186
P0017017,105,2025-01-01,Tahun Baru,2,14550,0.0,Event Based Discount,0.1821,31,334
P0017153,105,2025-01-01,Tahun Baru,2,12500,0.0647,Event Based Discount,0.096,84,281
P0016774,105,2025-01-01,Tahun Baru,2,6600,0.1336,Event Based Discount,0.0909,172,193
P0019040,105,2025-01-01,Tahun Baru,2,51500,0.1113,Event Based Discount,0.1301,83,282
P0021338,105,2025-01-01,Tahun Baru,2,25500,0.0,Event Based Discount,0.1686,99,266
P0019251,105,2025-01-01,Tahun Baru,2,12400,0.0634,Event Based Discount,0.0887,66,299
P0009937,105,2025-01-01,Tahun Baru,2,4400,0.061,Event Based Discount,0.0909,49,316
P0015822,105,2025-01-01,Tahun Baru,2,10100,0.1358,Event Based Discount,0.099,89,276
P0016934,105,2025-01-01,Tahun Baru,2,27200,0.1243,Event Based Discount,0.0441,154,211
P0017932,105,2025-01-01,Tahun Baru,2,41000,0.1488,Event Based Discount,0.0829,62,303
P0013481,105,2025-01-01,Tahun Baru,2,3800,0.067,Event Based Discount,0.0789,19,346
P0016359,105,2025-01-01,Tahun Baru,2,2700,0.1204,Event Based Discount,0.037,23,342
P0018475,105,2025-01-01,Tahun Baru,2,24150,0.0,Event Based Discount,0.2008,113,252
P0014057,105,2025-01-01,Tahun Baru,2,18300,0.1252,Event Based Discount,0.0328,85,280
P0014722,105,2025-01-01,Tahun Baru,2,5400,0.085,Event Based Discount,0.1481,136,229
P0012796,105,2025-01-01,Tahun Baru,2,9500,0.0716,Event Based Discount,0.1474,83,282
P0017969,105,2025-01-01,Tahun Baru,2,27785,0.3049,Expired Discount,0.0175,3,7
P0014991,105,2025-01-01,Tahun Baru,2,8400,0.1382,Event Based Discount,0.0476,107,258
P0017956,105,2025-01-01,Tahun Baru,2,69800,0.0787,Event Based Discount,0.0903,51,314
P0009800,105,2025-01-01,Tahun Baru,2,19754,0.4232,Expired Discount,0.0078,3,7
P0015908,105,2025-01-01,Tahun Baru,2,10400,0.0904,Event Based Discount,0.0577,145,220
P0021301,105,2025-01-01,Tahun Baru,2,61800,0.0513,Event Based Discount,0.1812,83,282
P0016277,105,2025-01-01,Tahun Baru,2,9893,0.332,Expired Discount,0.0296,5,5
P0021022,105,2025-01-01,Tahun Baru,2,4109,0.1251,Event Based Discount,0.0752,31,334
P0021084,105,2025-01-01,Tahun Baru,2,23400,0.0,Event Based Discount,0.2137,91,274
P0012094,105,2025-01-01,Tahun Baru,2,11600,0.0959,Event Based Discount,0.0517,34,331
P0016125,105,2025-01-01,Tahun Baru,2,23000,0.0,Event Based Discount,0.1826,156,209
P0010323,105,2025-01-01,Tahun Baru,2,53900,0.1176,Event Based Discount,0.0909,124,241
P0013374,105,2025-01-01,Tahun Baru,2,7400,0.1494,Event Based Discount,0.0811,132,233
P0021413,105,2025-01-01,Tahun Baru,2,34300,0.0663,Event Based Discount,0.0875,177,188
